sample	well_quality	cell_type	fastq_url	patient
HP1509101_K7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632637/ERR1632637.fastq.gz	HP1509101
HP1509101_K8	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632638/ERR1632638.fastq.gz	HP1509101
HP1509101_K9	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632639/ERR1632639.fastq.gz	HP1509101
HP1509101_L1	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632640/ERR1632640.fastq.gz	HP1509101
HP1509101_L10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632641/ERR1632641.fastq.gz	HP1509101
HP1509101_L11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632642/ERR1632642.fastq.gz	HP1509101
HP1509101_L12	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632643/ERR1632643.fastq.gz	HP1509101
HP1509101_L13	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632644/ERR1632644.fastq.gz	HP1509101
HP1509101_L14	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632645/ERR1632645.fastq.gz	HP1509101
HP1509101_L15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632646/ERR1632646.fastq.gz	HP1509101
HP1509101_L16	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632647/ERR1632647.fastq.gz	HP1509101
HP1509101_L17	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632648/ERR1632648.fastq.gz	HP1509101
HP1509101_L18	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632649/ERR1632649.fastq.gz	HP1509101
HP1509101_L19	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632650/ERR1632650.fastq.gz	HP1509101
HP1509101_L2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632651/ERR1632651.fastq.gz	HP1509101
HP1509101_L20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632652/ERR1632652.fastq.gz	HP1509101
HP1509101_L21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632653/ERR1632653.fastq.gz	HP1509101
HP1509101_L22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632654/ERR1632654.fastq.gz	HP1509101
HP1509101_L23	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632655/ERR1632655.fastq.gz	HP1509101
HP1509101_L24	control, 2-cell well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632656/ERR1632656.fastq.gz	HP1509101
HP1509101_L3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632657/ERR1632657.fastq.gz	HP1509101
HP1509101_L4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632658/ERR1632658.fastq.gz	HP1509101
HP1509101_L5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632659/ERR1632659.fastq.gz	HP1509101
HP1509101_L6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632660/ERR1632660.fastq.gz	HP1509101
HP1509101_L7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632661/ERR1632661.fastq.gz	HP1509101
HP1509101_L8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632662/ERR1632662.fastq.gz	HP1509101
HP1509101_L9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632663/ERR1632663.fastq.gz	HP1509101
HP1509101_M1	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632664/ERR1632664.fastq.gz	HP1509101
HP1509101_M10	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632665/ERR1632665.fastq.gz	HP1509101
HP1509101_M11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632666/ERR1632666.fastq.gz	HP1509101
HP1509101_M12	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632667/ERR1632667.fastq.gz	HP1509101
HP1509101_M13	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632668/ERR1632668.fastq.gz	HP1509101
HP1509101_M14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632669/ERR1632669.fastq.gz	HP1509101
HP1509101_M15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632670/ERR1632670.fastq.gz	HP1509101
HP1509101_M16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632671/ERR1632671.fastq.gz	HP1509101
HP1509101_M17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632672/ERR1632672.fastq.gz	HP1509101
HP1509101_M18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632673/ERR1632673.fastq.gz	HP1509101
HP1509101_M19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632674/ERR1632674.fastq.gz	HP1509101
HP1509101_M2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632675/ERR1632675.fastq.gz	HP1509101
HP1509101_M20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632676/ERR1632676.fastq.gz	HP1509101
HP1509101_M21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632677/ERR1632677.fastq.gz	HP1509101
HP1509101_M22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632678/ERR1632678.fastq.gz	HP1509101
HP1509101_M23	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632679/ERR1632679.fastq.gz	HP1509101
HP1509101_M24	control, 2-cell well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632680/ERR1632680.fastq.gz	HP1509101
HP1509101_M3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632681/ERR1632681.fastq.gz	HP1509101
HP1509101_M4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632682/ERR1632682.fastq.gz	HP1509101
HP1509101_M5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632683/ERR1632683.fastq.gz	HP1509101
HP1509101_M6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632684/ERR1632684.fastq.gz	HP1509101
HP1509101_M7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632685/ERR1632685.fastq.gz	HP1509101
HP1509101_M8	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632686/ERR1632686.fastq.gz	HP1509101
HP1509101_M9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632687/ERR1632687.fastq.gz	HP1509101
HP1509101_N1	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632688/ERR1632688.fastq.gz	HP1509101
HP1509101_N10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632689/ERR1632689.fastq.gz	HP1509101
HP1509101_N11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632690/ERR1632690.fastq.gz	HP1509101
HP1509101_N12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632691/ERR1632691.fastq.gz	HP1509101
HP1509101_N13	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632692/ERR1632692.fastq.gz	HP1509101
HP1509101_N14	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632693/ERR1632693.fastq.gz	HP1509101
HP1509101_N15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632694/ERR1632694.fastq.gz	HP1509101
HP1509101_N16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632695/ERR1632695.fastq.gz	HP1509101
HP1509101_N17	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632696/ERR1632696.fastq.gz	HP1509101
HP1509101_N18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632697/ERR1632697.fastq.gz	HP1509101
HP1509101_N19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632698/ERR1632698.fastq.gz	HP1509101
HP1509101_N2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632699/ERR1632699.fastq.gz	HP1509101
HP1509101_N20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632700/ERR1632700.fastq.gz	HP1509101
HP1509101_N21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632701/ERR1632701.fastq.gz	HP1509101
HP1509101_N22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632702/ERR1632702.fastq.gz	HP1509101
HP1509101_N23	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632703/ERR1632703.fastq.gz	HP1509101
HP1509101_N24	control, 2-cell well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632704/ERR1632704.fastq.gz	HP1509101
HP1509101_N3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632705/ERR1632705.fastq.gz	HP1509101
HP1509101_N4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632706/ERR1632706.fastq.gz	HP1509101
HP1509101_N5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632707/ERR1632707.fastq.gz	HP1509101
HP1509101_N6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632708/ERR1632708.fastq.gz	HP1509101
HP1509101_N7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632709/ERR1632709.fastq.gz	HP1509101
HP1509101_N8	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632710/ERR1632710.fastq.gz	HP1509101
HP1509101_N9	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632711/ERR1632711.fastq.gz	HP1509101
HP1509101_O1	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632712/ERR1632712.fastq.gz	HP1509101
HP1509101_O10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632713/ERR1632713.fastq.gz	HP1509101
HP1509101_O11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632714/ERR1632714.fastq.gz	HP1509101
HP1509101_O12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632715/ERR1632715.fastq.gz	HP1509101
HP1509101_O13	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632716/ERR1632716.fastq.gz	HP1509101
HP1509101_O14	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632717/ERR1632717.fastq.gz	HP1509101
HP1509101_O15	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632718/ERR1632718.fastq.gz	HP1509101
HP1509101_O16	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632719/ERR1632719.fastq.gz	HP1509101
HP1509101_O17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632720/ERR1632720.fastq.gz	HP1509101
HP1509101_O18	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632721/ERR1632721.fastq.gz	HP1509101
HP1509101_O19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632722/ERR1632722.fastq.gz	HP1509101
HP1509101_O2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632723/ERR1632723.fastq.gz	HP1509101
HP1509101_O20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632724/ERR1632724.fastq.gz	HP1509101
HP1509101_O21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632725/ERR1632725.fastq.gz	HP1509101
HP1509101_O22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632726/ERR1632726.fastq.gz	HP1509101
HP1509101_O23	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632727/ERR1632727.fastq.gz	HP1509101
HP1509101_O24	control, 2-cell well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632728/ERR1632728.fastq.gz	HP1509101
HP1509101_O3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632729/ERR1632729.fastq.gz	HP1509101
HP1509101_O4	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632730/ERR1632730.fastq.gz	HP1509101
HP1509101_O5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632731/ERR1632731.fastq.gz	HP1509101
HP1509101_O6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632732/ERR1632732.fastq.gz	HP1509101
HP1509101_O7	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632733/ERR1632733.fastq.gz	HP1509101
HP1509101_O8	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632734/ERR1632734.fastq.gz	HP1509101
HP1509101_O9	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632735/ERR1632735.fastq.gz	HP1509101
HP1509101_P1	OK	co-expression cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632736/ERR1632736.fastq.gz	HP1509101
HP1509101_P10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632737/ERR1632737.fastq.gz	HP1509101
HP1509101_P11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632738/ERR1632738.fastq.gz	HP1509101
HP1509101_P12	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632739/ERR1632739.fastq.gz	HP1509101
HP1509101_P14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632740/ERR1632740.fastq.gz	HP1509101
HP1509101_P15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632741/ERR1632741.fastq.gz	HP1509101
HP1509101_P16	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632742/ERR1632742.fastq.gz	HP1509101
HP1509101_P17	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632743/ERR1632743.fastq.gz	HP1509101
HP1509101_P18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632744/ERR1632744.fastq.gz	HP1509101
HP1509101_P19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632745/ERR1632745.fastq.gz	HP1509101
HP1509101_P2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632746/ERR1632746.fastq.gz	HP1509101
HP1509101_P20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632747/ERR1632747.fastq.gz	HP1509101
HP1509101_P21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632748/ERR1632748.fastq.gz	HP1509101
HP1509101_P22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632749/ERR1632749.fastq.gz	HP1509101
HP1509101_P23	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632750/ERR1632750.fastq.gz	HP1509101
HP1509101_P24	control, 2-cell well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632751/ERR1632751.fastq.gz	HP1509101
HP1509101_P3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632752/ERR1632752.fastq.gz	HP1509101
HP1509101_P4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632753/ERR1632753.fastq.gz	HP1509101
HP1509101_P5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632754/ERR1632754.fastq.gz	HP1509101
HP1509101_P6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632755/ERR1632755.fastq.gz	HP1509101
HP1509101_P7	OK	co-expression cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632756/ERR1632756.fastq.gz	HP1509101
HP1509101_P8	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632757/ERR1632757.fastq.gz	HP1509101
HP1509101_P9	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632758/ERR1632758.fastq.gz	HP1509101
HP1525301T2D_A1	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632759/ERR1632759.fastq.gz	HP1525301T2D
HP1525301T2D_A10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632760/ERR1632760.fastq.gz	HP1525301T2D
HP1525301T2D_A11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632761/ERR1632761.fastq.gz	HP1525301T2D
HP1525301T2D_A12	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632762/ERR1632762.fastq.gz	HP1525301T2D
HP1525301T2D_A13	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632763/ERR1632763.fastq.gz	HP1525301T2D
HP1525301T2D_A14	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632764/ERR1632764.fastq.gz	HP1525301T2D
HP1525301T2D_A15	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632765/ERR1632765.fastq.gz	HP1525301T2D
HP1525301T2D_A16	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632766/ERR1632766.fastq.gz	HP1525301T2D
HP1525301T2D_A17	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632767/ERR1632767.fastq.gz	HP1525301T2D
HP1525301T2D_A18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632768/ERR1632768.fastq.gz	HP1525301T2D
HP1525301T2D_A19	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632769/ERR1632769.fastq.gz	HP1525301T2D
HP1525301T2D_A2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632770/ERR1632770.fastq.gz	HP1525301T2D
HP1525301T2D_A20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632771/ERR1632771.fastq.gz	HP1525301T2D
HP1525301T2D_A21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632772/ERR1632772.fastq.gz	HP1525301T2D
HP1525301T2D_A22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632773/ERR1632773.fastq.gz	HP1525301T2D
HP1525301T2D_A23	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632774/ERR1632774.fastq.gz	HP1525301T2D
HP1525301T2D_A24	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632775/ERR1632775.fastq.gz	HP1525301T2D
HP1525301T2D_A3	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632776/ERR1632776.fastq.gz	HP1525301T2D
HP1525301T2D_A4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632777/ERR1632777.fastq.gz	HP1525301T2D
HP1525301T2D_A5	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632778/ERR1632778.fastq.gz	HP1525301T2D
HP1525301T2D_A6	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632779/ERR1632779.fastq.gz	HP1525301T2D
HP1525301T2D_A7	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632780/ERR1632780.fastq.gz	HP1525301T2D
HP1525301T2D_A8	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632781/ERR1632781.fastq.gz	HP1525301T2D
HP1525301T2D_A9	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632782/ERR1632782.fastq.gz	HP1525301T2D
HP1525301T2D_B1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632783/ERR1632783.fastq.gz	HP1525301T2D
HP1525301T2D_B10	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632784/ERR1632784.fastq.gz	HP1525301T2D
HP1525301T2D_B11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632785/ERR1632785.fastq.gz	HP1525301T2D
HP1525301T2D_B12	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632786/ERR1632786.fastq.gz	HP1525301T2D
HP1525301T2D_B13	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632787/ERR1632787.fastq.gz	HP1525301T2D
HP1525301T2D_B14	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632788/ERR1632788.fastq.gz	HP1525301T2D
HP1525301T2D_B15	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632789/ERR1632789.fastq.gz	HP1525301T2D
HP1525301T2D_B16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632790/ERR1632790.fastq.gz	HP1525301T2D
HP1525301T2D_B17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632791/ERR1632791.fastq.gz	HP1525301T2D
HP1525301T2D_B18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632792/ERR1632792.fastq.gz	HP1525301T2D
HP1525301T2D_B19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632793/ERR1632793.fastq.gz	HP1525301T2D
HP1525301T2D_B2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1632794/ERR1632794.fastq.gz	HP1525301T2D
HP1525301T2D_B20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1632795/ERR1632795.fastq.gz	HP1525301T2D
HP1525301T2D_B21	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1632796/ERR1632796.fastq.gz	HP1525301T2D
HP1525301T2D_B22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1632797/ERR1632797.fastq.gz	HP1525301T2D
HP1525301T2D_B23	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1632798/ERR1632798.fastq.gz	HP1525301T2D
HP1525301T2D_B24	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1632799/ERR1632799.fastq.gz	HP1525301T2D
HP1525301T2D_B3	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632800/ERR1632800.fastq.gz	HP1525301T2D
HP1525301T2D_B4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632801/ERR1632801.fastq.gz	HP1525301T2D
HP1525301T2D_B5	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632802/ERR1632802.fastq.gz	HP1525301T2D
