sample	fastq1	fastq2	patient	malignant	celltype	sample_num	sample_batch
CY89A_CD45_POS_10_F02_S254	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-F02_S254_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-F02_S254_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	254	2
CY89A_CD45_POS_10_F11_S263	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-F11_S263_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-F11_S263_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	263	2
CY89A_CD45_POS_10_F12_S264	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-F12_S264_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-F12_S264_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	264	2
CY89A_CD45_POS_10_G02_S266	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-G02_S266_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-G02_S266_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	266	2
CY89A_CD45_POS_10_G06_S270	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-G06_S270_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-G06_S270_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	270	2
CY89A_CD45_POS_10_G09_S273	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-G09_S273_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-G09_S273_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	273	2
CY89A_CD45_POS_10_G11_S275	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-G11_S275_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-G11_S275_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	275	2
CY89A_CD45_POS_10_G12_S276	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-G12_S276_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-G12_S276_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	276	2
CY89A_CD45_POS_10_H01_S277	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H01_S277_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H01_S277_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	277	2
CY89A_CD45_POS_10_H04_S280	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H04_S280_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H04_S280_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	280	2
CY89A_CD45_POS_10_H05_S281	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H05_S281_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H05_S281_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	281	2
CY89A_CD45_POS_10_H06_S282	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H06_S282_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H06_S282_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	282	2
CY89A_CD45_POS_10_H07_S283	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H07_S283_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H07_S283_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	283	2
CY89A_CD45_POS_10_H11_S287	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H11_S287_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-10-H11_S287_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Macrophage	287	2
CY89A_CD45_POS_4_A02_S386	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A02_S386_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A02_S386_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	386	4
CY89A_CD45_POS_4_A03_S387	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A03_S387_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A03_S387_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	387	4
CY89A_CD45_POS_4_A04_S388	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A04_S388_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A04_S388_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	388	4
CY89A_CD45_POS_4_A07_S391	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A07_S391_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A07_S391_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	391	4
CY89A_CD45_POS_4_A08_S392	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A08_S392_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A08_S392_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	392	4
CY89A_CD45_POS_4_A09_S393	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A09_S393_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A09_S393_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	393	4
CY89A_CD45_POS_4_A10_S394	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A10_S394_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A10_S394_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	394	4
CY89A_CD45_POS_4_A11_S395	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A11_S395_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A11_S395_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	395	4
CY89A_CD45_POS_4_A12_S396	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A12_S396_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-A12_S396_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	396	4
CY89A_CD45_POS_4_B01_S397	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B01_S397_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B01_S397_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	unknown	397	4
CY89A_CD45_POS_4_B02_S398	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B02_S398_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B02_S398_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	398	4
CY89A_CD45_POS_4_B03_S399	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B03_S399_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B03_S399_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	unknown	399	4
CY89A_CD45_POS_4_B05_S401	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B05_S401_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B05_S401_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	401	4
CY89A_CD45_POS_4_B06_S402	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B06_S402_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B06_S402_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	402	4
CY89A_CD45_POS_4_B07_S403	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B07_S403_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B07_S403_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	403	4
CY89A_CD45_POS_4_B08_S404	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B08_S404_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B08_S404_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	404	4
CY89A_CD45_POS_4_B09_S405	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B09_S405_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B09_S405_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	405	4
CY89A_CD45_POS_4_B10_S406	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B10_S406_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B10_S406_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	406	4
CY89A_CD45_POS_4_B11_S407	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B11_S407_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-B11_S407_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	407	4
CY89A_CD45_POS_4_C01_S409	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C01_S409_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C01_S409_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	409	4
CY89A_CD45_POS_4_C02_S410	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C02_S410_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C02_S410_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	410	4
CY89A_CD45_POS_4_C03_S411	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C03_S411_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C03_S411_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	unknown	411	4
CY89A_CD45_POS_4_C04_S412	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C04_S412_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C04_S412_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	412	4
CY89A_CD45_POS_4_C05_S413	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C05_S413_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C05_S413_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	unknown	413	4
CY89A_CD45_POS_4_C06_S414	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C06_S414_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C06_S414_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	414	4
CY89A_CD45_POS_4_C08_S416	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C08_S416_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C08_S416_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	416	4
CY89A_CD45_POS_4_C09_S417	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C09_S417_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C09_S417_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	417	4
CY89A_CD45_POS_4_C10_S418	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C10_S418_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C10_S418_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Macrophage	418	4
CY89A_CD45_POS_4_C11_S419	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C11_S419_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C11_S419_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	419	4
CY89A_CD45_POS_4_C12_S420	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C12_S420_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-C12_S420_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	420	4
CY89A_CD45_POS_4_D01_S421	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D01_S421_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D01_S421_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Macrophage	421	4
CY89A_CD45_POS_4_D02_S422	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D02_S422_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D02_S422_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	422	4
CY89A_CD45_POS_4_D03_S423	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D03_S423_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D03_S423_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	423	4
CY89A_CD45_POS_4_D04_S424	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D04_S424_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D04_S424_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	424	4
CY89A_CD45_POS_4_D05_S425	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D05_S425_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D05_S425_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	425	4
CY89A_CD45_POS_4_D07_S427	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D07_S427_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D07_S427_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Macrophage	427	4
CY89A_CD45_POS_4_D08_S428	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D08_S428_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D08_S428_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	428	4
CY89A_CD45_POS_4_D09_S429	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D09_S429_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D09_S429_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	429	4
CY89A_CD45_POS_4_D10_S430	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D10_S430_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D10_S430_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	430	4
CY89A_CD45_POS_4_D11_S431	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D11_S431_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-D11_S431_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	431	4
CY89A_CD45_POS_4_E01_S433	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E01_S433_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E01_S433_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	433	4
CY89A_CD45_POS_4_E02_S434	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E02_S434_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E02_S434_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	434	4
CY89A_CD45_POS_4_E03_S435	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E03_S435_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E03_S435_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	435	4
CY89A_CD45_POS_4_E04_S436	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E04_S436_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E04_S436_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	436	4
CY89A_CD45_POS_4_E05_S437	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E05_S437_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E05_S437_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	437	4
CY89A_CD45_POS_4_E06_S438	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E06_S438_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E06_S438_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	438	4
CY89A_CD45_POS_4_E07_S439	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E07_S439_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E07_S439_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	439	4
CY89A_CD45_POS_4_E08_S440	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E08_S440_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E08_S440_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	440	4
CY89A_CD45_POS_4_E09_S441	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E09_S441_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E09_S441_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	441	4
CY89A_CD45_POS_4_E10_S442	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E10_S442_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E10_S442_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	442	4
CY89A_CD45_POS_4_E11_S443	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E11_S443_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E11_S443_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	443	4
CY89A_CD45_POS_4_E12_S444	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E12_S444_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-E12_S444_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	444	4
CY89A_CD45_POS_4_F01_S445	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F01_S445_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F01_S445_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	445	4
CY89A_CD45_POS_4_F03_S447	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F03_S447_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F03_S447_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	447	4
CY89A_CD45_POS_4_F04_S448	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F04_S448_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F04_S448_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Macrophage	448	4
CY89A_CD45_POS_4_F05_S449	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F05_S449_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F05_S449_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	449	4
CY89A_CD45_POS_4_F06_S450	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F06_S450_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F06_S450_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	450	4
CY89A_CD45_POS_4_F07_S451	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F07_S451_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F07_S451_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	451	4
CY89A_CD45_POS_4_F08_S452	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F08_S452_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F08_S452_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Tcell	452	4
CY89A_CD45_POS_4_F09_S453	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F09_S453_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F09_S453_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Macrophage	453	4
CY89A_CD45_POS_4_F10_S454	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F10_S454_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89A-CD45-POS-4-F10_S454_comb_R2_001.fastq.gz	Melanoma_89	nonmalignant	Bcell	454	4
