Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,GEO_Accession (exp),Genotype,treatment,stain,AssemblyName,strain,agent,tissue,time_point
SRR5103444,RNA-Seq,70,65578590,PRJNA357261,SAMN06139675,29845849,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419604,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427323,WT Mouse intestinal epithelial cells,SRP095033,GSM2427323,Wild type,None,C57BL/6,,,,,
SRR5103445,RNA-Seq,70,53788770,PRJNA357261,SAMN06139673,24429384,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419605,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427324,WT Mouse intestinal epithelial cells,SRP095033,GSM2427324,Wild type,None,C57BL/6,,,,,
SRR5103446,RNA-Seq,70,101676610,PRJNA357261,SAMN06139672,46266363,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419606,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427325,WT Mouse intestinal epithelial cells,SRP095033,GSM2427325,Wild type,None,C57BL/6,,,,,
SRR5103447,RNA-Seq,70,84758660,PRJNA357261,SAMN06139671,38606028,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419607,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427326,WT Mouse intestinal epithelial cells,SRP095033,GSM2427326,Wild type,None,C57BL/6,,,,,
SRR5103448,RNA-Seq,70,119915950,PRJNA357261,SAMN06139670,54577335,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419608,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427327,WT Mouse intestinal epithelial cells,SRP095033,GSM2427327,Wild type,None,C57BL/6,,,,,
SRR5103449,RNA-Seq,70,169550360,PRJNA357261,SAMN06139669,76824526,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419609,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427328,WT Mouse intestinal epithelial cells,SRP095033,GSM2427328,Wild type,None,C57BL/6,,,,,
SRR5103450,RNA-Seq,70,183074710,PRJNA357261,SAMN06139668,83117058,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419610,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427329,WT Mouse intestinal epithelial cells,SRP095033,GSM2427329,Wild type,None,C57BL/6,,,,,
SRR5103451,RNA-Seq,70,94862320,PRJNA357261,SAMN06139667,43245746,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419611,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427330,WT Mouse intestinal epithelial cells,SRP095033,GSM2427330,Wild type,None,C57BL/6,,,,,
SRR5103452,RNA-Seq,70,81040260,PRJNA357261,SAMN06139666,36632639,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419612,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427331,WT Mouse intestinal epithelial cells,SRP095033,GSM2427331,Wild type,None,C57BL/6,,,,,
SRR5103453,RNA-Seq,70,89094250,PRJNA357261,SAMN06139665,40427875,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419613,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427332,WT Mouse intestinal epithelial cells,SRP095033,GSM2427332,Wild type,None,C57BL/6,,,,,
SRR5103454,RNA-Seq,78,60818706,PRJNA357261,SAMN06139664,22560975,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419614,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427333,WT Mouse intestinal epithelial cells,SRP095033,GSM2427333,Wild type,None,C57BL/6,,,,,
SRR5103455,RNA-Seq,78,20346768,PRJNA357261,SAMN06139663,7363074,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419615,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427334,WT Mouse intestinal epithelial cells,SRP095033,GSM2427334,Wild type,None,C57BL/6,,,,,
SRR5103456,RNA-Seq,78,67530450,PRJNA357261,SAMN06139662,24497118,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419616,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427335,WT Mouse intestinal epithelial cells,SRP095033,GSM2427335,Wild type,None,C57BL/6,,,,,
SRR5103457,RNA-Seq,78,57390294,PRJNA357261,SAMN06139661,24333296,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419617,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427336,WT Mouse intestinal epithelial cells,SRP095033,GSM2427336,Wild type,None,C57BL/6,,,,,
SRR5103458,RNA-Seq,78,143745576,PRJNA357261,SAMN06139660,51226067,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419618,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427337,WT Mouse intestinal epithelial cells,SRP095033,GSM2427337,Wild type,None,C57BL/6,,,,,
SRR5103459,RNA-Seq,78,78806832,PRJNA357261,SAMN06139659,27367150,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419619,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427338,WT Mouse intestinal epithelial cells,SRP095033,GSM2427338,Wild type,None,C57BL/6,,,,,
SRR5103460,RNA-Seq,78,142207728,PRJNA357261,SAMN06139718,51293862,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419620,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427339,WT Mouse intestinal epithelial cells,SRP095033,GSM2427339,Wild type,None,C57BL/6,,,,,
SRR5103461,RNA-Seq,78,59944716,PRJNA357261,SAMN06139716,20906195,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419621,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427340,WT Mouse intestinal epithelial cells,SRP095033,GSM2427340,Wild type,None,C57BL/6,,,,,
SRR5103462,RNA-Seq,78,94463928,PRJNA357261,SAMN06139713,33618299,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419622,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427341,WT Mouse intestinal epithelial cells,SRP095033,GSM2427341,Wild type,None,C57BL/6,,,,,
SRR5103463,RNA-Seq,70,57198750,PRJNA357261,SAMN06139712,25783724,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419623,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427342,WT Mouse intestinal epithelial cells,SRP095033,GSM2427342,Wild type,None,C57BL/6,,,,,
SRR5103464,RNA-Seq,78,13502112,PRJNA357261,SAMN06139711,4836480,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419624,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427343,WT Mouse intestinal epithelial cells,SRP095033,GSM2427343,Wild type,None,C57BL/6,,,,,
SRR5103465,RNA-Seq,78,124144410,PRJNA357261,SAMN06139710,44112666,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419625,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427344,WT Mouse intestinal epithelial cells,SRP095033,GSM2427344,Wild type,None,C57BL/6,,,,,
SRR5103466,RNA-Seq,78,54659982,PRJNA357261,SAMN06139715,19167938,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419626,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427345,WT Mouse intestinal epithelial cells,SRP095033,GSM2427345,Wild type,None,C57BL/6,,,,,
SRR5103467,RNA-Seq,78,82811742,PRJNA357261,SAMN06139714,29071059,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419627,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427346,WT Mouse intestinal epithelial cells,SRP095033,GSM2427346,Wild type,None,C57BL/6,,,,,
SRR5103468,RNA-Seq,78,69479592,PRJNA357261,SAMN06139709,24532441,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419628,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427347,WT Mouse intestinal epithelial cells,SRP095033,GSM2427347,Wild type,None,C57BL/6,,,,,
SRR5103469,RNA-Seq,78,157935336,PRJNA357261,SAMN06139708,54815992,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419629,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427348,WT Mouse intestinal epithelial cells,SRP095033,GSM2427348,Wild type,None,C57BL/6,,,,,
SRR5103470,RNA-Seq,78,41324088,PRJNA357261,SAMN06139707,14484532,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419630,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427349,WT Mouse intestinal epithelial cells,SRP095033,GSM2427349,Wild type,None,C57BL/6,,,,,
SRR5103471,RNA-Seq,78,74647794,PRJNA357261,SAMN06139706,25913067,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419631,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427350,WT Mouse intestinal epithelial cells,SRP095033,GSM2427350,Wild type,None,C57BL/6,,,,,
SRR5103472,RNA-Seq,78,161557890,PRJNA357261,SAMN06139705,56712228,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419632,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427351,WT Mouse intestinal epithelial cells,SRP095033,GSM2427351,Wild type,None,C57BL/6,,,,,
SRR5103473,RNA-Seq,78,47635926,PRJNA357261,SAMN06139704,16618674,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419633,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427352,WT Mouse intestinal epithelial cells,SRP095033,GSM2427352,Wild type,None,C57BL/6,,,,,
SRR5103474,RNA-Seq,70,62165320,PRJNA357261,SAMN06139703,27966395,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419634,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427353,WT Mouse intestinal epithelial cells,SRP095033,GSM2427353,Wild type,None,C57BL/6,,,,,
SRR5103475,RNA-Seq,78,10701054,PRJNA357261,SAMN06139701,3848201,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419635,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427354,WT Mouse intestinal epithelial cells,SRP095033,GSM2427354,Wild type,None,C57BL/6,,,,,
SRR5103476,RNA-Seq,78,129694578,PRJNA357261,SAMN06139702,45565188,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419636,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427355,WT Mouse intestinal epithelial cells,SRP095033,GSM2427355,Wild type,None,C57BL/6,,,,,
SRR5103477,RNA-Seq,78,67853214,PRJNA357261,SAMN06139700,23580122,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419637,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427356,WT Mouse intestinal epithelial cells,SRP095033,GSM2427356,Wild type,None,C57BL/6,,,,,
SRR5103478,RNA-Seq,78,45597786,PRJNA357261,SAMN06139698,15852993,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419638,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427357,WT Mouse intestinal epithelial cells,SRP095033,GSM2427357,Wild type,None,C57BL/6,,,,,
SRR5103479,RNA-Seq,78,61106838,PRJNA357261,SAMN06139699,21568345,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419639,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427358,WT Mouse intestinal epithelial cells,SRP095033,GSM2427358,Wild type,None,C57BL/6,,,,,
SRR5103480,RNA-Seq,78,18129306,PRJNA357261,SAMN06139697,6484761,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419640,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427359,WT Mouse intestinal epithelial cells,SRP095033,GSM2427359,Wild type,None,C57BL/6,,,,,
SRR5103481,RNA-Seq,78,80221908,PRJNA357261,SAMN06139695,28030211,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419641,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427360,WT Mouse intestinal epithelial cells,SRP095033,GSM2427360,Wild type,None,C57BL/6,,,,,
SRR5103482,RNA-Seq,78,44381142,PRJNA357261,SAMN06139696,15633098,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419642,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427361,WT Mouse intestinal epithelial cells,SRP095033,GSM2427361,Wild type,None,C57BL/6,,,,,
SRR5103483,RNA-Seq,78,217956414,PRJNA357261,SAMN06139694,77360496,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419643,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427362,WT Mouse intestinal epithelial cells,SRP095033,GSM2427362,Wild type,None,C57BL/6,,,,,
SRR5103484,RNA-Seq,78,65850642,PRJNA357261,SAMN06139693,23885612,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419644,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427363,WT Mouse intestinal epithelial cells,SRP095033,GSM2427363,Wild type,None,C57BL/6,,,,,
SRR5103485,RNA-Seq,70,64783600,PRJNA357261,SAMN06139692,29203664,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419645,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427364,WT Mouse intestinal epithelial cells,SRP095033,GSM2427364,Wild type,None,C57BL/6,,,,,
SRR5103486,RNA-Seq,78,86859552,PRJNA357261,SAMN06139691,31498225,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419646,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427365,WT Mouse intestinal epithelial cells,SRP095033,GSM2427365,Wild type,None,C57BL/6,,,,,
SRR5103487,RNA-Seq,78,82439760,PRJNA357261,SAMN06139690,29744424,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419647,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427366,WT Mouse intestinal epithelial cells,SRP095033,GSM2427366,Wild type,None,C57BL/6,,,,,
SRR5103488,RNA-Seq,78,31449210,PRJNA357261,SAMN06139689,11824391,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419648,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427367,WT Mouse intestinal epithelial cells,SRP095033,GSM2427367,Wild type,None,C57BL/6,,,,,
SRR5103489,RNA-Seq,78,23933676,PRJNA357261,SAMN06139688,8746879,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419649,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427368,WT Mouse intestinal epithelial cells,SRP095033,GSM2427368,Wild type,None,C57BL/6,,,,,
SRR5103490,RNA-Seq,78,105611610,PRJNA357261,SAMN06139747,37769311,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419650,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427369,WT Mouse intestinal epithelial cells,SRP095033,GSM2427369,Wild type,None,C57BL/6,,,,,
SRR5103491,RNA-Seq,78,220656228,PRJNA357261,SAMN06139746,77201929,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419651,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427370,WT Mouse intestinal epithelial cells,SRP095033,GSM2427370,Wild type,None,C57BL/6,,,,,
SRR5103492,RNA-Seq,78,171467166,PRJNA357261,SAMN06139744,61080997,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419652,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427371,WT Mouse intestinal epithelial cells,SRP095033,GSM2427371,Wild type,None,C57BL/6,,,,,
SRR5103493,RNA-Seq,78,64033398,PRJNA357261,SAMN06139745,22977528,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419653,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427372,WT Mouse intestinal epithelial cells,SRP095033,GSM2427372,Wild type,None,C57BL/6,,,,,
SRR5103494,RNA-Seq,78,161836194,PRJNA357261,SAMN06139742,59124526,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419654,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427373,WT Mouse intestinal epithelial cells,SRP095033,GSM2427373,Wild type,None,C57BL/6,,,,,
SRR5103495,RNA-Seq,78,39453258,PRJNA357261,SAMN06139743,14442594,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419655,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427374,WT Mouse intestinal epithelial cells,SRP095033,GSM2427374,Wild type,None,C57BL/6,,,,,
SRR5103496,RNA-Seq,70,29427020,PRJNA357261,SAMN06139741,13448546,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419656,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427375,WT Mouse intestinal epithelial cells,SRP095033,GSM2427375,Wild type,None,C57BL/6,,,,,
SRR5103497,RNA-Seq,78,252820230,PRJNA357261,SAMN06139740,89774577,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419657,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427376,WT Mouse intestinal epithelial cells,SRP095033,GSM2427376,Wild type,None,C57BL/6,,,,,
SRR5103498,RNA-Seq,78,175396728,PRJNA357261,SAMN06139739,62753239,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419658,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427377,WT Mouse intestinal epithelial cells,SRP095033,GSM2427377,Wild type,None,C57BL/6,,,,,
SRR5103499,RNA-Seq,78,205747152,PRJNA357261,SAMN06139737,73160675,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419659,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427378,WT Mouse intestinal epithelial cells,SRP095033,GSM2427378,Wild type,None,C57BL/6,,,,,
SRR5103500,RNA-Seq,78,248886768,PRJNA357261,SAMN06139738,87751063,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419660,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427379,WT Mouse intestinal epithelial cells,SRP095033,GSM2427379,Wild type,None,C57BL/6,,,,,
SRR5103501,RNA-Seq,78,31057416,PRJNA357261,SAMN06139736,11700017,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419661,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427380,WT Mouse intestinal epithelial cells,SRP095033,GSM2427380,Wild type,None,C57BL/6,,,,,
SRR5103502,RNA-Seq,78,26617968,PRJNA357261,SAMN06139734,9877866,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419662,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427381,WT Mouse intestinal epithelial cells,SRP095033,GSM2427381,Wild type,None,C57BL/6,,,,,
SRR5103503,RNA-Seq,78,233968644,PRJNA357261,SAMN06139735,84078069,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419663,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427382,WT Mouse intestinal epithelial cells,SRP095033,GSM2427382,Wild type,None,C57BL/6,,,,,
SRR5103504,RNA-Seq,78,129438894,PRJNA357261,SAMN06139733,47102921,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419664,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427383,WT Mouse intestinal epithelial cells,SRP095033,GSM2427383,Wild type,None,C57BL/6,,,,,
SRR5103505,RNA-Seq,78,155266566,PRJNA357261,SAMN06139731,56589489,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419665,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427384,WT Mouse intestinal epithelial cells,SRP095033,GSM2427384,Wild type,None,C57BL/6,,,,,
SRR5103506,RNA-Seq,78,220097670,PRJNA357261,SAMN06139732,79714107,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419666,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427385,WT Mouse intestinal epithelial cells,SRP095033,GSM2427385,Wild type,None,C57BL/6,,,,,
SRR5103507,RNA-Seq,70,38439870,PRJNA357261,SAMN06139730,17569315,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419667,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427386,WT Mouse intestinal epithelial cells,SRP095033,GSM2427386,Wild type,None,C57BL/6,,,,,
SRR5103508,RNA-Seq,78,35371674,PRJNA357261,SAMN06139728,13450504,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419668,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427387,WT Mouse intestinal epithelial cells,SRP095033,GSM2427387,Wild type,None,C57BL/6,,,,,
SRR5103509,RNA-Seq,78,46856940,PRJNA357261,SAMN06139729,20753237,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2419669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2427388,WT Mouse intestinal epithelial cells,SRP095033,GSM2427388,Wild type,None,C57BL/6,,,,,
