Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),infection,Instrument,lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate,Platform,ReleaseDate,Sample Name,source_name,SRA Study,status,time,well
SRR6815772,RNA-Seq,150,289099950,PRJNA437328,SAMN08649175,119178019,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772736,GSM3033170,Mock,Illumina HiSeq 4000,305264,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P2,ILLUMINA,2018-10-25T00:00:00Z,GSM3033170,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,H12
SRR6815773,RNA-Seq,150,304788450,PRJNA437328,SAMN08649174,118527777,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772737,GSM3033171,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033171,Monocyte-derived dendritic cells,SRP134127,exposed,2h,A1
SRR6815774,RNA-Seq,150,246368250,PRJNA437328,SAMN08649173,98005564,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772738,GSM3033172,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033172,Monocyte-derived dendritic cells,SRP134127,exposed,2h,E2
SRR6815775,RNA-Seq,150,281449650,PRJNA437328,SAMN08649172,110923769,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772739,GSM3033173,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033173,Monocyte-derived dendritic cells,SRP134127,exposed,4h,A4
SRR6815776,RNA-Seq,150,286120350,PRJNA437328,SAMN08649171,111983698,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772740,GSM3033174,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033174,Monocyte-derived dendritic cells,SRP134127,exposed,4h,E5
SRR6815777,RNA-Seq,150,301876950,PRJNA437328,SAMN08649170,119127523,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772741,GSM3033175,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033175,Monocyte-derived dendritic cells,SRP134127,exposed,6h,A7
SRR6815778,RNA-Seq,150,229778100,PRJNA437328,SAMN08649169,92901758,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772742,GSM3033176,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033176,Monocyte-derived dendritic cells,SRP134127,exposed,6h,E8
SRR6815779,RNA-Seq,150,284134950,PRJNA437328,SAMN08649168,113001969,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772743,GSM3033177,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033177,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,A10
SRR6815780,RNA-Seq,150,244743450,PRJNA437328,SAMN08649167,97322074,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772744,GSM3033178,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033178,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,E11
SRR6815781,RNA-Seq,150,265889700,PRJNA437328,SAMN08649166,103026765,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772745,GSM3033179,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033179,Monocyte-derived dendritic cells,SRP134127,exposed,2h,B1
SRR6815782,RNA-Seq,150,245813850,PRJNA437328,SAMN08649165,99440013,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772746,GSM3033180,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033180,Monocyte-derived dendritic cells,SRP134127,exposed,2h,F2
SRR6815783,RNA-Seq,150,343104450,PRJNA437328,SAMN08649164,135004482,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772747,GSM3033181,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033181,Monocyte-derived dendritic cells,SRP134127,exposed,4h,B4
SRR6815784,RNA-Seq,150,220429500,PRJNA437328,SAMN08649163,96600419,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772748,GSM3033182,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033182,Monocyte-derived dendritic cells,SRP134127,exposed,4h,F5
SRR6815785,RNA-Seq,150,284485950,PRJNA437328,SAMN08649162,113756896,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772749,GSM3033183,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033183,Monocyte-derived dendritic cells,SRP134127,exposed,6h,B7
SRR6815786,RNA-Seq,150,245464800,PRJNA437328,SAMN08649161,98798648,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772750,GSM3033184,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033184,Monocyte-derived dendritic cells,SRP134127,exposed,6h,F8
SRR6815787,RNA-Seq,150,311129550,PRJNA437328,SAMN08649160,124197978,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772751,GSM3033185,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033185,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,B10
SRR6815788,RNA-Seq,150,285422400,PRJNA437328,SAMN08649159,114233958,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772752,GSM3033186,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033186,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,F11
SRR6815789,RNA-Seq,150,279946500,PRJNA437328,SAMN08649832,108645720,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772753,GSM3033187,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033187,Monocyte-derived dendritic cells,SRP134127,exposed,2h,C1
SRR6815790,RNA-Seq,150,304253100,PRJNA437328,SAMN08649831,119569001,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772754,GSM3033188,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033188,Monocyte-derived dendritic cells,SRP134127,exposed,2h,G2
SRR6815791,RNA-Seq,150,278359950,PRJNA437328,SAMN08649830,110699398,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772755,GSM3033189,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033189,Monocyte-derived dendritic cells,SRP134127,exposed,4h,C4
SRR6815792,RNA-Seq,150,260536800,PRJNA437328,SAMN08649829,103669806,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772756,GSM3033190,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033190,Monocyte-derived dendritic cells,SRP134127,exposed,4h,G5
SRR6815793,RNA-Seq,150,286054650,PRJNA437328,SAMN08649828,113364200,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772757,GSM3033191,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033191,Monocyte-derived dendritic cells,SRP134127,exposed,6h,C7
SRR6815794,RNA-Seq,150,292289550,PRJNA437328,SAMN08649827,117090020,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772758,GSM3033192,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033192,Monocyte-derived dendritic cells,SRP134127,exposed,6h,G8
SRR6815795,RNA-Seq,150,184076700,PRJNA437328,SAMN08649826,74764077,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772759,GSM3033193,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033193,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,C10
SRR6815796,RNA-Seq,150,215203350,PRJNA437328,SAMN08649825,86962133,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772760,GSM3033194,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033194,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,G11
SRR6815797,RNA-Seq,150,245713200,PRJNA437328,SAMN08649824,95783916,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772761,GSM3033195,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033195,Monocyte-derived dendritic cells,SRP134127,exposed,2h,D1
SRR6815798,RNA-Seq,150,264954600,PRJNA437328,SAMN08649823,104378250,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772762,GSM3033196,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033196,Monocyte-derived dendritic cells,SRP134127,exposed,2h,H2
SRR6815799,RNA-Seq,150,200299650,PRJNA437328,SAMN08649822,81305480,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772763,GSM3033197,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033197,Monocyte-derived dendritic cells,SRP134127,exposed,4h,D4
SRR6815800,RNA-Seq,150,274176900,PRJNA437328,SAMN08649821,108258055,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772764,GSM3033198,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033198,Monocyte-derived dendritic cells,SRP134127,exposed,4h,H5
SRR6815801,RNA-Seq,150,271539150,PRJNA437328,SAMN08649820,107582361,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772765,GSM3033199,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033199,Monocyte-derived dendritic cells,SRP134127,exposed,6h,D7
SRR6815802,RNA-Seq,150,258939600,PRJNA437328,SAMN08649819,101738243,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772766,GSM3033200,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033200,Monocyte-derived dendritic cells,SRP134127,exposed,6h,H8
SRR6815803,RNA-Seq,150,197198550,PRJNA437328,SAMN08649818,79588635,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772767,GSM3033201,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033201,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,D10
SRR6815804,RNA-Seq,150,196534650,PRJNA437328,SAMN08649817,80786200,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772768,GSM3033202,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033202,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,H11
SRR6815805,RNA-Seq,150,266593650,PRJNA437328,SAMN08649816,103962549,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772769,GSM3033203,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033203,Monocyte-derived dendritic cells,SRP134127,exposed,2h,E1
SRR6815806,RNA-Seq,150,306073050,PRJNA437328,SAMN08649815,121178779,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772770,GSM3033204,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033204,Monocyte-derived dendritic cells,SRP134127,infected,2h,A3
SRR6815807,RNA-Seq,150,235675050,PRJNA437328,SAMN08649812,94551391,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772771,GSM3033205,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033205,Monocyte-derived dendritic cells,SRP134127,exposed,4h,E4
SRR6815808,RNA-Seq,150,237937200,PRJNA437328,SAMN08649811,94604573,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772772,GSM3033206,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033206,Monocyte-derived dendritic cells,SRP134127,infected,4h,A6
SRR6815809,RNA-Seq,150,291591750,PRJNA437328,SAMN08649872,114875219,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772773,GSM3033207,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033207,Monocyte-derived dendritic cells,SRP134127,exposed,6h,E7
SRR6815810,RNA-Seq,150,219430800,PRJNA437328,SAMN08649871,88062014,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772774,GSM3033208,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033208,Monocyte-derived dendritic cells,SRP134127,infected,6h,A9
SRR6815811,RNA-Seq,150,203857650,PRJNA437328,SAMN08649870,82127895,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772775,GSM3033209,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033209,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,E10
SRR6815812,RNA-Seq,150,313131600,PRJNA437328,SAMN08649814,125514212,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772776,GSM3033210,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033210,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,A12
SRR6815813,RNA-Seq,150,167942550,PRJNA437328,SAMN08649813,65830112,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772777,GSM3033211,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033211,Monocyte-derived dendritic cells,SRP134127,exposed,2h,F1
SRR6815814,RNA-Seq,150,270394500,PRJNA437328,SAMN08649869,108068260,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772778,GSM3033212,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033212,Monocyte-derived dendritic cells,SRP134127,infected,2h,B3
SRR6815815,RNA-Seq,150,230291400,PRJNA437328,SAMN08649868,92176098,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772779,GSM3033213,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033213,Monocyte-derived dendritic cells,SRP134127,exposed,4h,F4
SRR6815816,RNA-Seq,150,227137350,PRJNA437328,SAMN08649867,90986750,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772780,GSM3033214,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033214,Monocyte-derived dendritic cells,SRP134127,infected,4h,B6
SRR6815817,RNA-Seq,150,258761850,PRJNA437328,SAMN08649866,102505719,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772781,GSM3033215,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033215,Monocyte-derived dendritic cells,SRP134127,exposed,6h,F7
SRR6815818,RNA-Seq,150,237886800,PRJNA437328,SAMN08649865,95255786,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772782,GSM3033216,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033216,Monocyte-derived dendritic cells,SRP134127,infected,6h,B9
SRR6815819,RNA-Seq,150,207664950,PRJNA437328,SAMN08649983,83896023,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772783,GSM3033217,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033217,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,F10
SRR6815820,RNA-Seq,150,242388900,PRJNA437328,SAMN08649982,98079316,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772784,GSM3033218,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033218,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,B12
SRR6815821,RNA-Seq,150,299600400,PRJNA437328,SAMN08649981,116878837,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772785,GSM3033219,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033219,Monocyte-derived dendritic cells,SRP134127,exposed,2h,G1
SRR6815822,RNA-Seq,150,308434500,PRJNA437328,SAMN08649980,120882816,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772786,GSM3033220,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033220,Monocyte-derived dendritic cells,SRP134127,infected,2h,C3
SRR6815823,RNA-Seq,150,277337100,PRJNA437328,SAMN08649979,109585227,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772787,GSM3033221,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033221,Monocyte-derived dendritic cells,SRP134127,exposed,4h,G4
SRR6815824,RNA-Seq,150,237132450,PRJNA437328,SAMN08649978,94548265,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772788,GSM3033222,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033222,Monocyte-derived dendritic cells,SRP134127,infected,4h,C6
SRR6815825,RNA-Seq,150,350659650,PRJNA437328,SAMN08650030,135391652,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772789,GSM3033223,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033223,Monocyte-derived dendritic cells,SRP134127,exposed,6h,G7
SRR6815826,RNA-Seq,150,238522350,PRJNA437328,SAMN08650029,95384109,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772790,GSM3033224,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033224,Monocyte-derived dendritic cells,SRP134127,infected,6h,C9
SRR6815827,RNA-Seq,150,295413750,PRJNA437328,SAMN08650028,116022055,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772791,GSM3033225,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033225,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,G10
SRR6815828,RNA-Seq,150,297057450,PRJNA437328,SAMN08650027,118360220,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772792,GSM3033226,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033226,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,C12
SRR6815829,RNA-Seq,150,296548800,PRJNA437328,SAMN08650026,112930216,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772793,GSM3033227,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033227,Monocyte-derived dendritic cells,SRP134127,exposed,2h,H1
SRR6815830,RNA-Seq,150,220615950,PRJNA437328,SAMN08650025,88602470,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772794,GSM3033228,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033228,Monocyte-derived dendritic cells,SRP134127,infected,2h,D3
SRR6815831,RNA-Seq,150,330498450,PRJNA437328,SAMN08650024,127602625,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772795,GSM3033229,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033229,Monocyte-derived dendritic cells,SRP134127,exposed,4h,H4
SRR6815832,RNA-Seq,150,183304800,PRJNA437328,SAMN08650023,73989003,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772796,GSM3033230,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033230,Monocyte-derived dendritic cells,SRP134127,infected,4h,D6
SRR6815833,RNA-Seq,150,283153350,PRJNA437328,SAMN08650022,111428534,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772797,GSM3033231,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033231,Monocyte-derived dendritic cells,SRP134127,exposed,6h,H7
SRR6815834,RNA-Seq,150,226919100,PRJNA437328,SAMN08650021,90489641,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772798,GSM3033232,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033232,Monocyte-derived dendritic cells,SRP134127,infected,6h,D9
SRR6815835,RNA-Seq,150,289549950,PRJNA437328,SAMN08650020,113940057,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772799,GSM3033233,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P3,ILLUMINA,2018-10-25T00:00:00Z,GSM3033233,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,H10
