patient	sample	celltype	plate	well
MGH61	MGH61-P15-B11	Tumor	P15	B11
MGH61	MGH61-P15-C01	Tumor	P15	C01
MGH61	MGH61-P15-C02	Tumor	P15	C02
MGH61	MGH61-P15-C03	Tumor	P15	C03
MGH61	MGH61-P15-C04	Tumor	P15	C04
MGH61	MGH61-P15-C05	Tumor	P15	C05
MGH61	MGH61-P15-C06	Tumor	P15	C06
MGH61	MGH61-P15-C08	Tumor	P15	C08
MGH61	MGH61-P15-C09	Tumor	P15	C09
MGH61	MGH61-P15-C10	Tumor	P15	C10
MGH61	MGH61-P15-C11	Tumor	P15	C11
MGH61	MGH61-P15-C12	Tumor	P15	C12
MGH61	MGH61-P15-D01	Tumor	P15	D01
MGH61	MGH61-P15-D02	Tumor	P15	D02
MGH61	MGH61-P15-D03	Tumor	P15	D03
MGH61	MGH61-P15-D04	Tumor	P15	D04
MGH61	MGH61-P15-D05	Tumor	P15	D05
MGH61	MGH61-P15-D06	Tumor	P15	D06
MGH61	MGH61-P15-D08	Tumor	P15	D08
MGH61	MGH61-P15-D10	Tumor	P15	D10
MGH61	MGH61-P15-D11	Tumor	P15	D11
MGH61	MGH61-P15-D12	Tumor	P15	D12
MGH61	MGH61-P15-E01	Tumor	P15	E01
MGH61	MGH61-P15-E02	Tumor	P15	E02
MGH61	MGH61-P15-E03	Tumor	P15	E03
MGH61	MGH61-P15-E04	Tumor	P15	E04
MGH61	MGH61-P15-E05	Tumor	P15	E05
MGH61	MGH61-P15-E06	Tumor	P15	E06
MGH61	MGH61-P15-E08	Tumor	P15	E08
MGH61	MGH61-P15-E09	Tumor	P15	E09
MGH61	MGH61-P15-E10	Tumor	P15	E10
MGH61	MGH61-P15-E11	Tumor	P15	E11
MGH61	MGH61-P15-E12	Tumor	P15	E12
MGH61	MGH61-P15-F01	Tumor	P15	F01
MGH61	MGH61-P15-F02	Tumor	P15	F02
MGH61	MGH61-P15-F03	Tumor	P15	F03
MGH61	MGH61-P15-F04	Tumor	P15	F04
MGH61	MGH61-P15-F05	Tumor	P15	F05
MGH61	MGH61-P15-F06	Tumor	P15	F06
MGH61	MGH61-P15-F08	Tumor	P15	F08
MGH61	MGH61-P15-F09	Tumor	P15	F09
MGH61	MGH61-P15-F10	Tumor	P15	F10
MGH61	MGH61-P15-F11	Tumor	P15	F11
MGH61	MGH61-P15-F12	Tumor	P15	F12
MGH61	MGH61-P15-G02	Tumor	P15	G02
MGH61	MGH61-P15-G03	Tumor	P15	G03
MGH61	MGH61-P15-G04	Tumor	P15	G04
MGH61	MGH61-P15-G05	Tumor	P15	G05
MGH61	MGH61-P15-G06	Tumor	P15	G06
MGH61	MGH61-P15-G08	Tumor	P15	G08
MGH61	MGH61-P15-G09	Tumor	P15	G09
MGH61	MGH61-P15-G10	Tumor	P15	G10
MGH61	MGH61-P15-G11	Tumor	P15	G11
MGH61	MGH61-P15-G12	Tumor	P15	G12
MGH61	MGH61-P15-H01	Tumor	P15	H01
MGH61	MGH61-P15-H02	Tumor	P15	H02
MGH61	MGH61-P15-H03	Tumor	P15	H03
MGH61	MGH61-P15-H04	Tumor	P15	H04
MGH61	MGH61-P15-H05	Tumor	P15	H05
MGH61	MGH61-P15-H06	Tumor	P15	H06
MGH61	MGH61-P15-H08	Tumor	P15	H08
MGH61	MGH61-P15-H09	Tumor	P15	H09
MGH61	MGH61-P15-H10	Tumor	P15	H10
MGH61	MGH61-P15-H11	Tumor	P15	H11
MGH61	MGH61-P15-H12	Tumor	P15	H12
MGH61	MGH61-P16-A01	Tumor	P16	A01
MGH61	MGH61-P16-A02	Tumor	P16	A02
MGH61	MGH61-P16-A03	Tumor	P16	A03
MGH61	MGH61-P16-A04	Tumor	P16	A04
MGH61	MGH61-P16-A05	Tumor	P16	A05
MGH61	MGH61-P16-A06	Tumor	P16	A06
MGH61	MGH61-P16-A07	Tumor	P16	A07
MGH61	MGH61-P16-A08	Tumor	P16	A08
MGH61	MGH61-P16-A09	Tumor	P16	A09
MGH61	MGH61-P16-A11	Tumor	P16	A11
MGH61	MGH61-P16-A12	Tumor	P16	A12
MGH61	MGH61-P16-B01	Tumor	P16	B01
MGH61	MGH61-P16-B02	Tumor	P16	B02
MGH61	MGH61-P16-B03	Tumor	P16	B03
MGH61	MGH61-P16-B04	Tumor	P16	B04
MGH61	MGH61-P16-B05	Tumor	P16	B05
MGH61	MGH61-P16-B06	Tumor	P16	B06
MGH61	MGH61-P16-B07	Tumor	P16	B07
MGH61	MGH61-P16-B08	Tumor	P16	B08
MGH61	MGH61-P16-B09	Tumor	P16	B09
MGH61	MGH61-P16-B10	Tumor	P16	B10
MGH61	MGH61-P16-B11	Tumor	P16	B11
MGH61	MGH61-P16-B12	Tumor	P16	B12
MGH61	MGH61-P16-C01	Tumor	P16	C01
MGH61	MGH61-P16-C02	Tumor	P16	C02
MGH61	MGH61-P16-C04	Tumor	P16	C04
MGH61	MGH61-P16-C05	Tumor	P16	C05
MGH61	MGH61-P16-C06	Tumor	P16	C06
MGH61	MGH61-P16-C07	Tumor	P16	C07
MGH61	MGH61-P16-C08	Tumor	P16	C08
MGH61	MGH61-P16-C09	Tumor	P16	C09
MGH61	MGH61-P16-C10	Tumor	P16	C10
MGH61	MGH61-P16-C11	Tumor	P16	C11
MGH61	MGH61-P16-C12	Tumor	P16	C12
MGH61	MGH61-P16-D01	Tumor	P16	D01
MGH61	MGH61-P16-D02	Tumor	P16	D02
MGH61	MGH61-P16-D03	Tumor	P16	D03
MGH61	MGH61-P16-D04	Tumor	P16	D04
MGH61	MGH61-P16-D05	Tumor	P16	D05
MGH61	MGH61-P16-D06	Tumor	P16	D06
MGH61	MGH61-P16-D07	Tumor	P16	D07
MGH61	MGH61-P16-D08	Tumor	P16	D08
MGH61	MGH61-P16-D09	Tumor	P16	D09
MGH61	MGH61-P16-D10	Tumor	P16	D10
MGH61	MGH61-P16-D11	Tumor	P16	D11
MGH61	MGH61-P16-D12	Tumor	P16	D12
MGH61	MGH61-P16-E01	Tumor	P16	E01
MGH61	MGH61-P16-E02	Tumor	P16	E02
MGH61	MGH61-P16-E03	Tumor	P16	E03
MGH61	MGH61-P16-E04	Tumor	P16	E04
MGH61	MGH61-P16-E06	Tumor	P16	E06
MGH61	MGH61-P16-E07	Tumor	P16	E07
MGH61	MGH61-P16-E08	Tumor	P16	E08
MGH61	MGH61-P16-E09	Tumor	P16	E09
MGH61	MGH61-P16-E10	Tumor	P16	E10
MGH61	MGH61-P16-E11	Tumor	P16	E11
MGH61	MGH61-P16-F01	Tumor	P16	F01
MGH61	MGH61-P16-F02	Tumor	P16	F02
MGH61	MGH61-P16-F03	Tumor	P16	F03
MGH61	MGH61-P16-F04	Tumor	P16	F04
MGH61	MGH61-P16-F05	Tumor	P16	F05
MGH61	MGH61-P16-F06	Tumor	P16	F06
MGH61	MGH61-P16-F07	Tumor	P16	F07
MGH61	MGH61-P16-F08	Tumor	P16	F08
MGH61	MGH61-P16-F09	Tumor	P16	F09
MGH61	MGH61-P16-F10	Tumor	P16	F10
MGH61	MGH61-P16-F11	Tumor	P16	F11
MGH61	MGH61-P16-F12	Tumor	P16	F12
MGH61	MGH61-P16-G02	Tumor	P16	G02
MGH61	MGH61-P16-G03	Tumor	P16	G03
MGH61	MGH61-P16-G04	Tumor	P16	G04
MGH61	MGH61-P16-G05	Tumor	P16	G05
MGH61	MGH61-P16-G06	Tumor	P16	G06
MGH61	MGH61-P16-G07	Tumor	P16	G07
MGH61	MGH61-P16-G08	Tumor	P16	G08
MGH61	MGH61-P16-G09	Tumor	P16	G09
MGH61	MGH61-P16-G10	Tumor	P16	G10
MGH61	MGH61-P16-G11	Tumor	P16	G11
MGH61	MGH61-P16-G12	Tumor	P16	G12
MGH61	MGH61-P16-H01	Tumor	P16	H01
MGH61	MGH61-P16-H02	Tumor	P16	H02
MGH61	MGH61-P16-H03	Tumor	P16	H03
MGH61	MGH61-P16-H04	Tumor	P16	H04
MGH61	MGH61-P16-H05	Tumor	P16	H05
MGH61	MGH61-P16-H06	Tumor	P16	H06
MGH61	MGH61-P16-H07	Tumor	P16	H07
MGH61	MGH61-P16-H08	Tumor	P16	H08
MGH61	MGH61-P16-H09	Tumor	P16	H09
MGH61	MGH61-P16-H10	Tumor	P16	H10
MGH61	MGH61-P16-H11	Tumor	P16	H11
MGH61	MGH61-P16-H12	Tumor	P16	H12
MGH61	MGH61-P20-A01	nonTumor	P20	A01
MGH61	MGH61-P20-A02	nonTumor	P20	A02
MGH61	MGH61-P20-A03	nonTumor	P20	A03
MGH61	MGH61-P20-A06	nonTumor	P20	A06
MGH61	MGH61-P20-A07	nonTumor	P20	A07
MGH61	MGH61-P20-A08	nonTumor	P20	A08
MGH61	MGH61-P20-A10	nonTumor	P20	A10
MGH61	MGH61-P20-A11	nonTumor	P20	A11
MGH61	MGH61-P20-A12	nonTumor	P20	A12
MGH61	MGH61-P20-B01	nonTumor	P20	B01
MGH61	MGH61-P20-B02	nonTumor	P20	B02
MGH61	MGH61-P20-B03	nonTumor	P20	B03
MGH61	MGH61-P20-B04	nonTumor	P20	B04
MGH61	MGH61-P20-B05	nonTumor	P20	B05
MGH61	MGH61-P20-B06	nonTumor	P20	B06
MGH61	MGH61-P20-B07	nonTumor	P20	B07
MGH61	MGH61-P20-B08	nonTumor	P20	B08
MGH61	MGH61-P20-B09	nonTumor	P20	B09
MGH61	MGH61-P20-B10	nonTumor	P20	B10
MGH61	MGH61-P20-B11	nonTumor	P20	B11
MGH61	MGH61-P20-B12	nonTumor	P20	B12
MGH61	MGH61-P20-C01	nonTumor	P20	C01
MGH61	MGH61-P20-C02	nonTumor	P20	C02
MGH61	MGH61-P20-C03	nonTumor	P20	C03
MGH61	MGH61-P20-C04	nonTumor	P20	C04
MGH61	MGH61-P20-C05	nonTumor	P20	C05
MGH61	MGH61-P20-C07	nonTumor	P20	C07
MGH61	MGH61-P20-C08	nonTumor	P20	C08
MGH61	MGH61-P20-C09	nonTumor	P20	C09
MGH61	MGH61-P20-C10	nonTumor	P20	C10
MGH61	MGH61-P20-C11	nonTumor	P20	C11
MGH61	MGH61-P20-C12	nonTumor	P20	C12
MGH61	MGH61-P20-D01	nonTumor	P20	D01
MGH61	MGH61-P20-D02	nonTumor	P20	D02
MGH61	MGH61-P20-D03	nonTumor	P20	D03
MGH61	MGH61-P20-D04	nonTumor	P20	D04
MGH61	MGH61-P20-D05	nonTumor	P20	D05
MGH61	MGH61-P20-D06	nonTumor	P20	D06
MGH61	MGH61-P20-D07	nonTumor	P20	D07
MGH61	MGH61-P20-D08	nonTumor	P20	D08
MGH61	MGH61-P20-D09	nonTumor	P20	D09
MGH61	MGH61-P20-D10	nonTumor	P20	D10
MGH61	MGH61-P20-D11	nonTumor	P20	D11
MGH61	MGH61-P20-D12	nonTumor	P20	D12
MGH61	MGH61-P20-E01	nonTumor	P20	E01
MGH61	MGH61-P20-E02	nonTumor	P20	E02
MGH61	MGH61-P20-E03	nonTumor	P20	E03
MGH61	MGH61-P20-E04	nonTumor	P20	E04
MGH61	MGH61-P20-E05	nonTumor	P20	E05
MGH61	MGH61-P20-E06	nonTumor	P20	E06
MGH61	MGH61-P20-E07	nonTumor	P20	E07
MGH61	MGH61-P20-E08	nonTumor	P20	E08
MGH61	MGH61-P20-E09	nonTumor	P20	E09
MGH61	MGH61-P20-E10	nonTumor	P20	E10
MGH61	MGH61-P20-E11	nonTumor	P20	E11
MGH61	MGH61-P20-E12	nonTumor	P20	E12
MGH61	MGH61-P20-F01	nonTumor	P20	F01
MGH61	MGH61-P20-F02	nonTumor	P20	F02
MGH61	MGH61-P20-F03	nonTumor	P20	F03
MGH61	MGH61-P20-F04	nonTumor	P20	F04
MGH61	MGH61-P20-F05	nonTumor	P20	F05
MGH61	MGH61-P20-F07	nonTumor	P20	F07
MGH61	MGH61-P20-F08	nonTumor	P20	F08
MGH61	MGH61-P20-F09	nonTumor	P20	F09
MGH61	MGH61-P20-F10	nonTumor	P20	F10
MGH61	MGH61-P20-F11	nonTumor	P20	F11
MGH61	MGH61-P20-F12	nonTumor	P20	F12
MGH61	MGH61-P20-G01	nonTumor	P20	G01
MGH61	MGH61-P20-G02	nonTumor	P20	G02
MGH61	MGH61-P20-G03	nonTumor	P20	G03
MGH61	MGH61-P20-G04	nonTumor	P20	G04
MGH61	MGH61-P20-G05	nonTumor	P20	G05
MGH61	MGH61-P20-G06	nonTumor	P20	G06
MGH61	MGH61-P20-G07	nonTumor	P20	G07
MGH61	MGH61-P20-G08	nonTumor	P20	G08
MGH61	MGH61-P20-G09	nonTumor	P20	G09
MGH61	MGH61-P20-G10	nonTumor	P20	G10
MGH61	MGH61-P20-G12	nonTumor	P20	G12
MGH61	MGH61-P20-H01	nonTumor	P20	H01
MGH61	MGH61-P20-H03	nonTumor	P20	H03
MGH61	MGH61-P20-H04	nonTumor	P20	H04
MGH61	MGH61-P20-H05	nonTumor	P20	H05
MGH61	MGH61-P20-H06	nonTumor	P20	H06
MGH61	MGH61-P20-H07	nonTumor	P20	H07
MGH61	MGH61-P20-H08	nonTumor	P20	H08
MGH61	MGH61-P20-H09	nonTumor	P20	H09
MGH61	MGH61-P20-H10	nonTumor	P20	H10
MGH61	MGH61-P20-H11	nonTumor	P20	H11
MGH61	MGH61-P20-H12	nonTumor	P20	H12
MGH64	MGH64-P10-A03	Tumor	P10	A03
MGH64	MGH64-P10-A04	Tumor	P10	A04
MGH64	MGH64-P10-A06	Tumor	P10	A06
MGH64	MGH64-P10-A07	Tumor	P10	A07
MGH64	MGH64-P10-A08	Tumor	P10	A08
MGH64	MGH64-P10-A09	Tumor	P10	A09
MGH64	MGH64-P10-A10	Tumor	P10	A10
MGH64	MGH64-P10-A12	Tumor	P10	A12
MGH64	MGH64-P10-B01	Tumor	P10	B01
MGH64	MGH64-P10-B03	Tumor	P10	B03
MGH64	MGH64-P10-B04	Tumor	P10	B04
MGH64	MGH64-P10-B07	Tumor	P10	B07
MGH64	MGH64-P10-B11	Tumor	P10	B11
MGH64	MGH64-P10-B12	Tumor	P10	B12
MGH64	MGH64-P10-C01	Tumor	P10	C01
MGH64	MGH64-P10-C02	Tumor	P10	C02
MGH64	MGH64-P10-C03	Tumor	P10	C03
MGH64	MGH64-P10-C04	Tumor	P10	C04
MGH64	MGH64-P10-C05	Tumor	P10	C05
MGH64	MGH64-P10-C06	Tumor	P10	C06
MGH64	MGH64-P10-C07	Tumor	P10	C07
MGH64	MGH64-P10-C09	Tumor	P10	C09
MGH64	MGH64-P10-C10	Tumor	P10	C10
MGH64	MGH64-P10-D02	Tumor	P10	D02
MGH64	MGH64-P10-D03	Tumor	P10	D03
MGH64	MGH64-P10-D06	Tumor	P10	D06
MGH64	MGH64-P10-D07	Tumor	P10	D07
MGH64	MGH64-P10-D09	Tumor	P10	D09
MGH64	MGH64-P10-D10	Tumor	P10	D10
MGH64	MGH64-P10-D11	Tumor	P10	D11
MGH64	MGH64-P10-E01	Tumor	P10	E01
MGH64	MGH64-P10-E02	Tumor	P10	E02
MGH64	MGH64-P10-E03	Tumor	P10	E03
MGH64	MGH64-P10-E04	Tumor	P10	E04
MGH64	MGH64-P10-E05	Tumor	P10	E05
MGH64	MGH64-P10-E06	Tumor	P10	E06
MGH64	MGH64-P10-E07	Tumor	P10	E07
MGH64	MGH64-P10-E08	Tumor	P10	E08
MGH64	MGH64-P10-E09	Tumor	P10	E09
MGH64	MGH64-P10-E12	Tumor	P10	E12
MGH64	MGH64-P10-F01	Tumor	P10	F01
MGH64	MGH64-P10-F02	Tumor	P10	F02
MGH64	MGH64-P10-F03	Tumor	P10	F03
MGH64	MGH64-P10-F04	Tumor	P10	F04
MGH64	MGH64-P10-F05	Tumor	P10	F05
MGH64	MGH64-P10-F07	Tumor	P10	F07
MGH64	MGH64-P10-F09	Tumor	P10	F09
MGH64	MGH64-P10-F10	Tumor	P10	F10
MGH64	MGH64-P10-F11	Tumor	P10	F11
MGH64	MGH64-P10-F12	Tumor	P10	F12
MGH64	MGH64-P10-G02	Tumor	P10	G02
MGH64	MGH64-P10-G03	Tumor	P10	G03
MGH64	MGH64-P10-G04	Tumor	P10	G04
MGH64	MGH64-P10-G05	Tumor	P10	G05
MGH64	MGH64-P10-G06	Tumor	P10	G06
MGH64	MGH64-P10-G07	Tumor	P10	G07
MGH64	MGH64-P10-G09	Tumor	P10	G09
MGH64	MGH64-P10-G10	Tumor	P10	G10
MGH64	MGH64-P10-G12	Tumor	P10	G12
MGH64	MGH64-P10-H02	Tumor	P10	H02
MGH64	MGH64-P10-H03	Tumor	P10	H03
MGH64	MGH64-P10-H04	Tumor	P10	H04
MGH64	MGH64-P10-H06	Tumor	P10	H06
MGH64	MGH64-P10-H08	Tumor	P10	H08
MGH64	MGH64-P10-H11	Tumor	P10	H11
MGH64	MGH64-P12-A02	Tumor	P12	A02
MGH64	MGH64-P12-A04	Tumor	P12	A04
MGH64	MGH64-P12-A05	Tumor	P12	A05
MGH64	MGH64-P12-A06	Tumor	P12	A06
MGH64	MGH64-P12-A07	Tumor	P12	A07
MGH64	MGH64-P12-A10	Tumor	P12	A10
MGH64	MGH64-P12-A11	Tumor	P12	A11
MGH64	MGH64-P12-A12	Tumor	P12	A12
MGH64	MGH64-P12-B02	Tumor	P12	B02
MGH64	MGH64-P12-B03	Tumor	P12	B03
MGH64	MGH64-P12-B07	Tumor	P12	B07
MGH64	MGH64-P12-B09	Tumor	P12	B09
MGH64	MGH64-P12-B11	Tumor	P12	B11
MGH64	MGH64-P12-C01	Tumor	P12	C01
MGH64	MGH64-P12-C02	Tumor	P12	C02
MGH64	MGH64-P12-C03	Tumor	P12	C03
MGH64	MGH64-P12-C04	Tumor	P12	C04
MGH64	MGH64-P12-C07	Tumor	P12	C07
MGH64	MGH64-P12-C08	Tumor	P12	C08
MGH64	MGH64-P12-C09	Tumor	P12	C09
MGH64	MGH64-P12-C11	Tumor	P12	C11
MGH64	MGH64-P12-D03	Tumor	P12	D03
MGH64	MGH64-P12-D04	Tumor	P12	D04
MGH64	MGH64-P12-D09	Tumor	P12	D09
MGH64	MGH64-P12-D12	Tumor	P12	D12
MGH64	MGH64-P12-E01	Tumor	P12	E01
MGH64	MGH64-P12-E02	Tumor	P12	E02
MGH64	MGH64-P12-E04	Tumor	P12	E04
MGH64	MGH64-P12-E05	Tumor	P12	E05
MGH64	MGH64-P12-E06	Tumor	P12	E06
MGH64	MGH64-P12-E07	Tumor	P12	E07
MGH64	MGH64-P12-E08	Tumor	P12	E08
MGH64	MGH64-P12-E12	Tumor	P12	E12
MGH64	MGH64-P12-F03	Tumor	P12	F03
MGH64	MGH64-P12-F04	Tumor	P12	F04
MGH64	MGH64-P12-F06	Tumor	P12	F06
MGH64	MGH64-P12-F07	Tumor	P12	F07
MGH64	MGH64-P12-F08	Tumor	P12	F08
MGH64	MGH64-P12-F09	Tumor	P12	F09
MGH64	MGH64-P12-F10	Tumor	P12	F10
MGH64	MGH64-P12-F12	Tumor	P12	F12
MGH64	MGH64-P12-G02	Tumor	P12	G02
MGH64	MGH64-P12-G03	Tumor	P12	G03
MGH64	MGH64-P12-G06	Tumor	P12	G06
MGH64	MGH64-P12-G07	Tumor	P12	G07
MGH64	MGH64-P12-G12	Tumor	P12	G12
MGH64	MGH64-P12-H01	Tumor	P12	H01
MGH64	MGH64-P12-H04	Tumor	P12	H04
MGH64	MGH64-P12-H05	Tumor	P12	H05
MGH64	MGH64-P12-H06	Tumor	P12	H06
MGH64	MGH64-P12-H07	Tumor	P12	H07
MGH64	MGH64-P12-H08	Tumor	P12	H08
MGH64	MGH64-P12-H10	Tumor	P12	H10
MGH64	MGH64-P12-H11	Tumor	P12	H11
MGH64	MGH64-P3-A01	Tumor	P3	A01
MGH64	MGH64-P3-A02	Tumor	P3	A02
MGH64	MGH64-P3-A03	Tumor	P3	A03
MGH64	MGH64-P3-A04	Tumor	P3	A04
MGH64	MGH64-P3-A05	Tumor	P3	A05
MGH64	MGH64-P3-A06	Tumor	P3	A06
MGH64	MGH64-P3-A07	Tumor	P3	A07
MGH64	MGH64-P3-A08	Tumor	P3	A08
MGH64	MGH64-P3-A09	Tumor	P3	A09
MGH64	MGH64-P3-A10	Tumor	P3	A10
MGH64	MGH64-P3-A11	Tumor	P3	A11
MGH64	MGH64-P3-A12	Tumor	P3	A12
MGH64	MGH64-P3-B02	Tumor	P3	B02
MGH64	MGH64-P3-B03	Tumor	P3	B03
MGH64	MGH64-P3-B04	Tumor	P3	B04
MGH64	MGH64-P3-B05	Tumor	P3	B05
MGH64	MGH64-P3-B06	Tumor	P3	B06
MGH64	MGH64-P3-B07	Tumor	P3	B07
MGH64	MGH64-P3-B09	Tumor	P3	B09
MGH64	MGH64-P3-B10	Tumor	P3	B10
MGH64	MGH64-P3-B11	Tumor	P3	B11
MGH64	MGH64-P3-B12	Tumor	P3	B12
MGH64	MGH64-P3-C01	Tumor	P3	C01
MGH64	MGH64-P3-C02	Tumor	P3	C02
MGH64	MGH64-P3-C03	Tumor	P3	C03
MGH64	MGH64-P3-C04	Tumor	P3	C04
MGH64	MGH64-P3-C05	Tumor	P3	C05
MGH64	MGH64-P3-C06	Tumor	P3	C06
MGH64	MGH64-P3-C09	Tumor	P3	C09
MGH64	MGH64-P3-C10	Tumor	P3	C10
MGH64	MGH64-P3-C11	Tumor	P3	C11
MGH64	MGH64-P3-C12	Tumor	P3	C12
MGH64	MGH64-P3-D01	Tumor	P3	D01
MGH64	MGH64-P3-D02	Tumor	P3	D02
MGH64	MGH64-P3-D03	Tumor	P3	D03
MGH64	MGH64-P3-D04	Tumor	P3	D04
MGH64	MGH64-P3-D05	Tumor	P3	D05
MGH64	MGH64-P3-D06	Tumor	P3	D06
MGH64	MGH64-P3-D07	Tumor	P3	D07
MGH64	MGH64-P3-D08	Tumor	P3	D08
MGH64	MGH64-P3-D09	Tumor	P3	D09
MGH64	MGH64-P3-D10	Tumor	P3	D10
MGH64	MGH64-P3-D12	Tumor	P3	D12
MGH64	MGH64-P3-E01	Tumor	P3	E01
MGH64	MGH64-P3-E03	Tumor	P3	E03
MGH64	MGH64-P3-E05	Tumor	P3	E05
MGH64	MGH64-P3-E08	Tumor	P3	E08
MGH64	MGH64-P3-E09	Tumor	P3	E09
MGH64	MGH64-P3-E10	Tumor	P3	E10
MGH64	MGH64-P3-E11	Tumor	P3	E11
MGH64	MGH64-P3-E12	Tumor	P3	E12
MGH64	MGH64-P3-F01	Tumor	P3	F01
MGH64	MGH64-P3-F02	Tumor	P3	F02
MGH64	MGH64-P3-F03	Tumor	P3	F03
MGH64	MGH64-P3-F04	Tumor	P3	F04
MGH64	MGH64-P3-F05	Tumor	P3	F05
MGH64	MGH64-P3-F06	Tumor	P3	F06
MGH64	MGH64-P3-F08	Tumor	P3	F08
MGH64	MGH64-P3-F09	Tumor	P3	F09
MGH64	MGH64-P3-F10	Tumor	P3	F10
MGH64	MGH64-P3-F11	Tumor	P3	F11
MGH64	MGH64-P3-F12	Tumor	P3	F12
MGH64	MGH64-P3-G01	Tumor	P3	G01
MGH64	MGH64-P3-G02	Tumor	P3	G02
MGH64	MGH64-P3-G03	Tumor	P3	G03
MGH64	MGH64-P3-G05	Tumor	P3	G05
MGH64	MGH64-P3-G07	Tumor	P3	G07
MGH64	MGH64-P3-G08	Tumor	P3	G08
MGH64	MGH64-P3-G09	Tumor	P3	G09
MGH64	MGH64-P3-G10	Tumor	P3	G10
MGH64	MGH64-P3-G11	Tumor	P3	G11
MGH64	MGH64-P3-G12	Tumor	P3	G12
MGH64	MGH64-P3-H01	Tumor	P3	H01
MGH64	MGH64-P3-H02	Tumor	P3	H02
MGH64	MGH64-P3-H03	Tumor	P3	H03
MGH64	MGH64-P3-H04	Tumor	P3	H04
MGH64	MGH64-P3-H05	Tumor	P3	H05
MGH64	MGH64-P3-H06	Tumor	P3	H06
MGH64	MGH64-P3-H07	Tumor	P3	H07
MGH64	MGH64-P3-H09	Tumor	P3	H09
MGH64	MGH64-P3-H11	Tumor	P3	H11
MGH64	MGH64-P3-H12	Tumor	P3	H12
MGH64	MGH64-P4-A01	Tumor	P4	A01
MGH64	MGH64-P4-A02	Tumor	P4	A02
MGH64	MGH64-P4-A03	Tumor	P4	A03
MGH64	MGH64-P4-A05	Tumor	P4	A05
MGH64	MGH64-P4-A06	Tumor	P4	A06
MGH64	MGH64-P4-A07	Tumor	P4	A07
MGH64	MGH64-P4-A08	Tumor	P4	A08
MGH64	MGH64-P4-A09	Tumor	P4	A09
MGH64	MGH64-P4-A10	Tumor	P4	A10
MGH64	MGH64-P4-A11	Tumor	P4	A11
MGH64	MGH64-P4-A12	Tumor	P4	A12
MGH64	MGH64-P4-B01	Tumor	P4	B01
MGH64	MGH64-P4-B02	Tumor	P4	B02
MGH64	MGH64-P4-B03	Tumor	P4	B03
MGH64	MGH64-P4-B04	Tumor	P4	B04
MGH64	MGH64-P4-B05	Tumor	P4	B05
MGH64	MGH64-P4-B06	Tumor	P4	B06
MGH64	MGH64-P4-B07	Tumor	P4	B07
MGH64	MGH64-P4-B10	Tumor	P4	B10
MGH64	MGH64-P4-B11	Tumor	P4	B11
MGH64	MGH64-P4-C01	Tumor	P4	C01
MGH64	MGH64-P4-C02	Tumor	P4	C02
MGH64	MGH64-P4-C03	Tumor	P4	C03
MGH64	MGH64-P4-C04	Tumor	P4	C04
MGH64	MGH64-P4-C05	Tumor	P4	C05
MGH64	MGH64-P4-C06	Tumor	P4	C06
MGH64	MGH64-P4-C07	Tumor	P4	C07
MGH64	MGH64-P4-C08	Tumor	P4	C08
MGH64	MGH64-P4-C09	Tumor	P4	C09
MGH64	MGH64-P4-C11	Tumor	P4	C11
MGH64	MGH64-P4-C12	Tumor	P4	C12
MGH64	MGH64-P4-D01	Tumor	P4	D01
MGH64	MGH64-P4-D02	Tumor	P4	D02
MGH64	MGH64-P4-D03	Tumor	P4	D03
MGH64	MGH64-P4-D04	Tumor	P4	D04
MGH64	MGH64-P4-D05	Tumor	P4	D05
MGH64	MGH64-P4-D07	Tumor	P4	D07
MGH64	MGH64-P4-D08	Tumor	P4	D08
MGH64	MGH64-P4-D09	Tumor	P4	D09
MGH64	MGH64-P4-D10	Tumor	P4	D10
MGH64	MGH64-P4-D11	Tumor	P4	D11
MGH64	MGH64-P4-D12	Tumor	P4	D12
MGH64	MGH64-P4-E02	Tumor	P4	E02
MGH64	MGH64-P4-E03	Tumor	P4	E03
MGH64	MGH64-P4-E04	Tumor	P4	E04
MGH64	MGH64-P4-E05	Tumor	P4	E05
MGH64	MGH64-P4-E06	Tumor	P4	E06
MGH64	MGH64-P4-E07	Tumor	P4	E07
MGH64	MGH64-P4-E08	Tumor	P4	E08
MGH64	MGH64-P4-E09	Tumor	P4	E09
MGH64	MGH64-P4-E10	Tumor	P4	E10
MGH64	MGH64-P4-E11	Tumor	P4	E11
MGH64	MGH64-P4-E12	Tumor	P4	E12
MGH64	MGH64-P4-F01	Tumor	P4	F01
MGH64	MGH64-P4-F02	Tumor	P4	F02
MGH64	MGH64-P4-F03	Tumor	P4	F03
MGH64	MGH64-P4-F04	Tumor	P4	F04
MGH64	MGH64-P4-F05	Tumor	P4	F05
MGH64	MGH64-P4-F06	Tumor	P4	F06
MGH64	MGH64-P4-F07	Tumor	P4	F07
MGH64	MGH64-P4-F08	Tumor	P4	F08
MGH64	MGH64-P4-F09	Tumor	P4	F09
MGH64	MGH64-P4-F10	Tumor	P4	F10
MGH64	MGH64-P4-F11	Tumor	P4	F11
MGH64	MGH64-P4-F12	Tumor	P4	F12
MGH64	MGH64-P4-G01	Tumor	P4	G01
MGH64	MGH64-P4-G04	Tumor	P4	G04
MGH64	MGH64-P4-G06	Tumor	P4	G06
