patient	plate	sample	Tumor	celltype1	fq1_url	fq2_url
Melanoma_89	CY89CORE11	CY89CORE11_F03_S159_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-F03_S159_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-F03_S159_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_B10_S406_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-B10_S406_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-B10_S406_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_B04_S304_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B04_S304_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B04_S304_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_A02_S194_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-A02_S194_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-A02_S194_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_D05_S233_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-D05_S233_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-D05_S233_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_C03_S315_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C03_S315_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C03_S315_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_A03_S3_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A03_S3_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A03_S3_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_D01_S325_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D01_S325_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D01_S325_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_C01_S409_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-C01_S409_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-C01_S409_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_G08_S176_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-G08_S176_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-G08_S176_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_A03_S195_comb	nonTumor	NK	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-A03_S195_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-A03_S195_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_D03_S327_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D03_S327_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D03_S327_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_A02_S2_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A02_S2_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A02_S2_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_C06_S222_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-C06_S222_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-C06_S222_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_E02_S50_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-E02_S50_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-E02_S50_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_F07_S163_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-F07_S163_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-F07_S163_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_E02_S338_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E02_S338_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E02_S338_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_A09_S105_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-A09_S105_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-A09_S105_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_D04_S424_comb	Unknown	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-D04_S424_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-D04_S424_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_E11_S347_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E11_S347_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E11_S347_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_D12_S48_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-D12_S48_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-D12_S48_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_G10_S274_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-G10_S274_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-G10_S274_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_C02_S314_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C02_S314_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C02_S314_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_C08_S128_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-C08_S128_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-C08_S128_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_G05_S269_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-G05_S269_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-G05_S269_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_D11_S143_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-D11_S143_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-D11_S143_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_E07_S247_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-E07_S247_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-E07_S247_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_B07_S211_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-B07_S211_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-B07_S211_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_D10_S334_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D10_S334_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D10_S334_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_C08_S224_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-C08_S224_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-C08_S224_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_G03_S267_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-G03_S267_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-G03_S267_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_H06_S186_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-H06_S186_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-H06_S186_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_F12_S456_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-F12_S456_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-F12_S456_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_F05_S353_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-F05_S353_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-F05_S353_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_D07_S235_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-D07_S235_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-D07_S235_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_D11_S335_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D11_S335_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D11_S335_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_G02_S266_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-G02_S266_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-G02_S266_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_F08_S260_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-F08_S260_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-F08_S260_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_F04_S64_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-F04_S64_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-F04_S64_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_D05_S41_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-D05_S41_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-D05_S41_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_E11_S539_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-E11_S539_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-E11_S539_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_F08_S68_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-F08_S68_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-F08_S68_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_D05_S137_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-D05_S137_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-D05_S137_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_E06_S342_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E06_S342_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E06_S342_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_A03_S99_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-A03_S99_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-A03_S99_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_A01_S193_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-A01_S193_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-A01_S193_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_H08_S572_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-H08_S572_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-H08_S572_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_C12_S324_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C12_S324_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C12_S324_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_E10_S346_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E10_S346_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-E10_S346_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_A07_S7_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A07_S7_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-A07_S7_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_B10_S310_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B10_S310_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B10_S310_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_A08_S296_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-A08_S296_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-A08_S296_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_G05_S461_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-G05_S461_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-G05_S461_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_E12_S540_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-E12_S540_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-E12_S540_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_B01_S13_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-B01_S13_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-B01_S13_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_C06_S414_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-C06_S414_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-C06_S414_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_A03_S387_comb	Unknown	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-A03_S387_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-A03_S387_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_G11_S371_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G11_S371_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G11_S371_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_A03_S483_comb	Unknown	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A03_S483_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-A03_S483_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_B08_S116_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-B08_S116_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-B08_S116_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_E12_S156_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-E12_S156_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-E12_S156_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_D06_S330_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D06_S330_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-D06_S330_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_B08_S308_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B08_S308_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-B08_S308_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_E07_S151_comb	Unknown	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-E07_S151_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-E07_S151_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_D04_S40_comb	Unknown	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-D04_S40_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-D04_S40_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_D06_S426_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-D06_S426_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-D06_S426_comb_R2_001.fastq.gz
Melanoma_89	CY89NEG	CY89NEG_G08_S80_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-G08_S80_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89NEG-G08_S80_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_G07_S367_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G07_S367_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-G07_S367_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_E10_S442_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-E10_S442_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-E10_S442_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_A10_S202_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-A10_S202_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-A10_S202_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_C04_S316_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C04_S316_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-C04_S316_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_E03_S243_comb	nonTumor	Macrophage	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-E03_S243_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-E03_S243_comb_R2_001.fastq.gz
Melanoma_89	CY89CORE11	CY89CORE11_F10_S166_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-F10_S166_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89CORE11-F10_S166_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_B10_S214_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-B10_S214_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-B10_S214_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_G11_S563_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-G11_S563_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-G11_S563_comb_R2_001.fastq.gz
Melanoma_89	CY89FNAQ2	CY89FNAQ2_G04_S460_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-G04_S460_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNAQ2-G04_S460_comb_R2_001.fastq.gz
Melanoma_75	CY75_1FNA	CY75_1FNA_H09_S573_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-H09_S573_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY75-1FNA-H09_S573_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_C09_S225_comb	nonTumor	Bcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-C09_S225_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-C09_S225_comb_R2_001.fastq.gz
Melanoma_89	CY89COREQ1	CY89COREQ1_A12_S300_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-A12_S300_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89COREQ1-A12_S300_comb_R2_001.fastq.gz
Melanoma_89	CY89FNA	CY89FNA_F05_S257_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-F05_S257_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/CY89FNA-F05_S257_comb_R2_001.fastq.gz
