Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,source_name,disease,disease_state,Cell_Line,cell_morphology,tissue
SRR7214674,Bisulfite-Seq,300,4359913200,PRJNA382695,SAMN09255357,2132974312,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121597,GSM3153165,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4359,2034,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336223,GSM3153165,SRP103839,CRC,Carcinoma,,,,
SRR7214675,Bisulfite-Seq,300,3762940200,PRJNA382695,SAMN09255356,1849963395,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121598,GSM3153166,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3762,1764,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336224,GSM3153166,SRP103839,CRC,Carcinoma,,,,
SRR7214676,Bisulfite-Seq,300,3858359400,PRJNA382695,SAMN09255424,1891637635,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121599,GSM3153167,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3858,1804,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336226,GSM3153167,SRP103839,CRC,Carcinoma,,,,
SRR7214677,Bisulfite-Seq,300,5624504700,PRJNA382695,SAMN09255432,2737729772,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121600,GSM3153168,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5624,2610,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336326,GSM3153168,SRP103839,CRC,Carcinoma,,,,
SRR7214678,Bisulfite-Seq,300,5176751700,PRJNA382695,SAMN09255431,2512160768,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4121601,GSM3153169,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5176,2395,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336225,GSM3153169,SRP103839,CRC,Carcinoma,,,,
SRR7214679,Bisulfite-Seq,300,4165769100,PRJNA382695,SAMN09255430,2025465539,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121602,GSM3153170,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4165,1931,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336228,GSM3153170,SRP103839,CRC,Carcinoma,,,,
SRR7214680,Bisulfite-Seq,300,5229243000,PRJNA382695,SAMN09255423,2522274042,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121603,GSM3153171,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5229,2405,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336227,GSM3153171,SRP103839,CRC,Carcinoma,,,,
SRR7214681,Bisulfite-Seq,300,4991429700,PRJNA382695,SAMN09255422,2422443731,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121604,GSM3153172,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4991,2310,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336229,GSM3153172,SRP103839,CRC,Carcinoma,,,,
SRR7214682,Bisulfite-Seq,300,4779950100,PRJNA382695,SAMN09255421,2328863401,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121605,GSM3153173,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4779,2220,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336230,GSM3153173,SRP103839,CRC,Carcinoma,,,,
SRR7214683,Bisulfite-Seq,300,4445508900,PRJNA382695,SAMN09255433,2358274824,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121606,GSM3153174,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4445,2249,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336231,GSM3153174,SRP103839,CRC,Carcinoma,,,,
SRR7214684,Bisulfite-Seq,300,4846743300,PRJNA382695,SAMN09255429,2553690925,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4121607,GSM3153175,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4846,2435,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336232,GSM3153175,SRP103839,CRC,Carcinoma,,,,
SRR7214685,Bisulfite-Seq,300,3954351600,PRJNA382695,SAMN09255428,2080287330,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4121608,GSM3153176,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3954,1983,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336233,GSM3153176,SRP103839,CRC,Carcinoma,,,,
SRR7214686,Bisulfite-Seq,300,4059951600,PRJNA382695,SAMN09255427,2151505183,GEO,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4121609,GSM3153177,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4059,2051,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336234,GSM3153177,SRP103839,CRC,Carcinoma,,,,
SRR7214687,Bisulfite-Seq,300,3650111400,PRJNA382695,SAMN09255426,1721004949,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4121610,GSM3153178,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3650,1641,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336235,GSM3153178,SRP103839,CRC,Carcinoma,,,,
SRR7214688,Bisulfite-Seq,300,3703976700,PRJNA382695,SAMN09255425,1746687230,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121611,GSM3153179,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3703,1665,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336236,GSM3153179,SRP103839,CRC,Carcinoma,,,,
SRR7214689,Bisulfite-Seq,300,4682781600,PRJNA382695,SAMN09255508,2200072528,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121612,GSM3153180,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4682,2098,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336237,GSM3153180,SRP103839,CRC,Carcinoma,,,,
SRR7214690,Bisulfite-Seq,300,3889360800,PRJNA382695,SAMN09255507,1854691567,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121613,GSM3153181,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3889,1768,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336240,GSM3153181,SRP103839,CRC,Carcinoma,,,,
SRR7214691,Bisulfite-Seq,300,4272701100,PRJNA382695,SAMN09255506,2039624408,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121614,GSM3153182,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4272,1945,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336238,GSM3153182,SRP103839,CRC,Carcinoma,,,,
SRR7214692,Bisulfite-Seq,300,4179801300,PRJNA382695,SAMN09255505,1984408319,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121615,GSM3153183,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4179,1892,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336239,GSM3153183,SRP103839,CRC,Carcinoma,,,,
SRR7214693,Bisulfite-Seq,300,5594012400,PRJNA382695,SAMN09255504,2639342247,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121616,GSM3153184,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5594,2517,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336241,GSM3153184,SRP103839,CRC,Carcinoma,,,,
SRR7214694,Bisulfite-Seq,300,4778063700,PRJNA382695,SAMN09255503,2240124971,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121617,GSM3153185,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4778,2136,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336242,GSM3153185,SRP103839,CRC,Carcinoma,,,,
SRR7214695,Bisulfite-Seq,300,5737591200,PRJNA382695,SAMN09255502,2685064351,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4121618,GSM3153186,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5737,2560,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336244,GSM3153186,SRP103839,CRC,Carcinoma,,,,
SRR7214696,Bisulfite-Seq,300,5885720700,PRJNA382695,SAMN09255501,2772283651,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4121619,GSM3153187,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5885,2643,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336243,GSM3153187,SRP103839,CRC,Carcinoma,,,,
SRR7214697,Bisulfite-Seq,300,4737442200,PRJNA382695,SAMN09255500,2224774393,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121620,GSM3153188,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4737,2121,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336245,GSM3153188,SRP103839,CRC,Carcinoma,,,,
SRR7214698,Bisulfite-Seq,300,4213695000,PRJNA382695,SAMN09255499,1960860632,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121621,GSM3153189,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4213,1870,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336246,GSM3153189,SRP103839,CRC,Carcinoma,,,,
SRR7214699,Bisulfite-Seq,300,4613048100,PRJNA382695,SAMN09255498,2134779831,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121622,GSM3153190,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4613,2035,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336247,GSM3153190,SRP103839,CRC,Carcinoma,,,,
SRR7214700,Bisulfite-Seq,300,5349280500,PRJNA382695,SAMN09255497,2479255596,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4121623,GSM3153191,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5349,2364,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336248,GSM3153191,SRP103839,CRC,Carcinoma,,,,
SRR7214701,Bisulfite-Seq,300,4652286300,PRJNA382695,SAMN09255496,2159774008,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121624,GSM3153192,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4652,2059,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336249,GSM3153192,SRP103839,CRC,Carcinoma,,,,
SRR7214702,Bisulfite-Seq,300,4504362000,PRJNA382695,SAMN09255495,2169145710,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4121625,GSM3153193,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4504,2068,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336250,GSM3153193,SRP103839,CRC,Carcinoma,,,,
SRR7214703,Bisulfite-Seq,300,4429611000,PRJNA382695,SAMN09255494,2140613600,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121626,GSM3153194,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4429,2041,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336251,GSM3153194,SRP103839,CRC,Carcinoma,,,,
SRR7214704,Bisulfite-Seq,300,4570788000,PRJNA382695,SAMN09255493,2229679069,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4121627,GSM3153195,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4570,2126,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336253,GSM3153195,SRP103839,CRC,Carcinoma,,,,
SRR7214705,Bisulfite-Seq,300,6813920100,PRJNA382695,SAMN09255492,3292092207,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121628,GSM3153196,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,6813,3139,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336254,GSM3153196,SRP103839,CRC,Carcinoma,,,,
SRR7214706,Bisulfite-Seq,300,4490726700,PRJNA382695,SAMN09255491,2194380511,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121629,GSM3153197,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4490,2092,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336252,GSM3153197,SRP103839,CRC,Carcinoma,,,,
SRR7214707,Bisulfite-Seq,300,4909110600,PRJNA382695,SAMN09255487,2397254482,GEO,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4121630,GSM3153198,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4909,2286,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336255,GSM3153198,SRP103839,CRC,Carcinoma,,,,
SRR7214708,Bisulfite-Seq,300,4583841000,PRJNA382695,SAMN09255486,2226305305,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121631,GSM3153199,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4583,2123,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336256,GSM3153199,SRP103839,CRC,Carcinoma,,,,
SRR7214709,Bisulfite-Seq,300,5324244900,PRJNA382695,SAMN09255485,2451184310,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121632,GSM3153200,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5324,2337,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336258,GSM3153200,SRP103839,CRC,Carcinoma,,,,
SRR7214711,Bisulfite-Seq,300,4805877000,PRJNA382695,SAMN09255489,2229455425,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4121634,GSM3153202,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4805,2126,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336259,GSM3153202,SRP103839,CRC,Carcinoma,,,,
SRR7214712,Bisulfite-Seq,300,5402643300,PRJNA382695,SAMN09255488,2505532792,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121635,GSM3153203,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5402,2389,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336260,GSM3153203,SRP103839,CRC,Carcinoma,,,,
SRR7214713,Bisulfite-Seq,300,5026131900,PRJNA382695,SAMN09255484,2346748650,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4121636,GSM3153204,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5026,2238,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336261,GSM3153204,SRP103839,CRC,Carcinoma,,,,
SRR7214714,Bisulfite-Seq,300,5115648600,PRJNA382695,SAMN09255483,2372558351,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121637,GSM3153205,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5115,2262,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336262,GSM3153205,SRP103839,CRC,Carcinoma,,,,
SRR7214715,Bisulfite-Seq,300,5634172500,PRJNA382695,SAMN09255482,2610253033,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4121638,GSM3153206,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5634,2489,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336263,GSM3153206,SRP103839,CRC,Carcinoma,,,,
SRR7214716,Bisulfite-Seq,300,4166638200,PRJNA382695,SAMN09255481,2021187281,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4121639,GSM3153207,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4166,1927,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336264,GSM3153207,SRP103839,CRC,Carcinoma,,,,
SRR7214717,Bisulfite-Seq,300,5032960800,PRJNA382695,SAMN09255480,2425448419,GEO,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4121640,GSM3153208,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5032,2313,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336265,GSM3153208,SRP103839,CRC,Carcinoma,,,,
SRR7214718,Bisulfite-Seq,300,4546049700,PRJNA382695,SAMN09255479,2207447862,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121641,GSM3153209,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4546,2105,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336266,GSM3153209,SRP103839,CRC,Carcinoma,,,,
SRR7214719,Bisulfite-Seq,300,4981712400,PRJNA382695,SAMN09255478,2403873492,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121642,GSM3153210,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4981,2292,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336267,GSM3153210,SRP103839,CRC,Carcinoma,,,,
SRR7214721,Bisulfite-Seq,300,4263792000,PRJNA382695,SAMN09255476,2053865615,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4121644,GSM3153212,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4263,1958,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336269,GSM3153212,SRP103839,CRC,Carcinoma,,,,
SRR7214722,Bisulfite-Seq,300,3242616900,PRJNA382695,SAMN09255475,1561037983,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121645,GSM3153213,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3242,1488,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336270,GSM3153213,SRP103839,CRC,Carcinoma,,,,
SRR7214723,Bisulfite-Seq,300,3959673900,PRJNA382695,SAMN09255474,2099690830,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121646,GSM3153214,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3959,2002,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336271,GSM3153214,SRP103839,CRC,Carcinoma,,,,
SRR7214724,Bisulfite-Seq,300,4409401200,PRJNA382695,SAMN09255473,2319796656,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121647,GSM3153215,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4409,2212,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336272,GSM3153215,SRP103839,CRC,Carcinoma,,,,
SRR7214725,Bisulfite-Seq,300,3653411100,PRJNA382695,SAMN09255472,1922200724,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121648,GSM3153216,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3653,1833,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336273,GSM3153216,SRP103839,CRC,Carcinoma,,,,
SRR7214726,Bisulfite-Seq,300,4574695200,PRJNA382695,SAMN09255471,2413843741,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4121649,GSM3153217,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4574,2302,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336274,GSM3153217,SRP103839,CRC,Carcinoma,,,,
SRR7214727,Bisulfite-Seq,300,4418161800,PRJNA382695,SAMN09255520,2338884817,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121650,GSM3153218,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4418,2230,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336276,GSM3153218,SRP103839,CRC,Carcinoma,,,,
SRR7214728,Bisulfite-Seq,300,1613628000,PRJNA382695,SAMN09255519,806089147,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121651,GSM3153219,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,1613,768,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336275,GSM3153219,SRP103839,CRC,Carcinoma,,,,
SRR7214729,Bisulfite-Seq,300,3791444100,PRJNA382695,SAMN09255518,1843211510,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4121652,GSM3153220,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3791,1757,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336277,GSM3153220,SRP103839,CRC,Carcinoma,,,,
SRR7214730,Bisulfite-Seq,300,3146258700,PRJNA382695,SAMN09255517,1544986386,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121653,GSM3153221,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3146,1473,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336278,GSM3153221,SRP103839,CRC,Carcinoma,,,,
SRR7214731,Bisulfite-Seq,300,3559536000,PRJNA382695,SAMN09255516,1774775436,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4121654,GSM3153222,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3559,1692,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336280,GSM3153222,SRP103839,CRC,Carcinoma,,,,
SRR7214732,Bisulfite-Seq,300,4299097200,PRJNA382695,SAMN09255515,2104819168,GEO,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4121655,GSM3153223,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4299,2007,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336279,GSM3153223,SRP103839,CRC,Carcinoma,,,,
SRR7214733,Bisulfite-Seq,300,2513341200,PRJNA382695,SAMN09255514,1235740753,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4121656,GSM3153224,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,2513,1178,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336282,GSM3153224,SRP103839,CRC,Carcinoma,,,,
SRR7214734,Bisulfite-Seq,300,3146234400,PRJNA382695,SAMN09255513,1553068721,GEO,public,sra,"gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121657,GSM3153225,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3146,1481,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336281,GSM3153225,SRP103839,CRC,Carcinoma,,,,
SRR7214736,Bisulfite-Seq,300,3760812900,PRJNA382695,SAMN09255509,1848026550,GEO,public,sra,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4121659,GSM3153227,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3760,1762,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336283,GSM3153227,SRP103839,CRC,Carcinoma,,,,
SRR7214737,Bisulfite-Seq,300,3720603900,PRJNA382695,SAMN09255274,1834538579,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4121660,GSM3153228,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3720,1749,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336285,GSM3153228,SRP103839,CRC,Carcinoma,,,,
SRR7214738,Bisulfite-Seq,300,4313208000,PRJNA382695,SAMN09255273,2126734845,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121661,GSM3153229,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4313,2028,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336286,GSM3153229,SRP103839,CRC,Carcinoma,,,,
SRR7214739,Bisulfite-Seq,300,3360976800,PRJNA382695,SAMN09255272,1650277190,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121662,GSM3153230,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,3360,1573,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336290,GSM3153230,SRP103839,CRC,Carcinoma,,,,
SRR7214740,Bisulfite-Seq,300,4133512500,PRJNA382695,SAMN09255511,2032041013,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4121663,GSM3153231,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4133,1937,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336288,GSM3153231,SRP103839,CRC,Carcinoma,,,,
SRR7214741,Bisulfite-Seq,300,4035495000,PRJNA382695,SAMN09255510,1964373795,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4121664,GSM3153232,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4035,1873,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336289,GSM3153232,SRP103839,CRC,Carcinoma,,,,
SRR7214742,Bisulfite-Seq,300,4506570300,PRJNA382695,SAMN09255271,2183356223,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4121665,GSM3153233,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,4506,2082,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336291,GSM3153233,SRP103839,CRC,Carcinoma,,,,
SRR7214743,Bisulfite-Seq,300,5465533200,PRJNA382695,SAMN09255270,2608798033,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4121666,GSM3153234,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,5465,2487,Homo sapiens,ILLUMINA,2018-11-30T00:00:00Z,SRS3336292,GSM3153234,SRP103839,CRC,Carcinoma,,,,
