cell	celltype1	GSM	Run	sample	depletion_batch	patient	Tumor	QC_status	plate	well
PT081_P5_H03_S183	Tumor	GSM3326895	SRR7667069	B3	depleted_yes	PT081	Tumor	Passed	P5	H03
PT081_P5_H04_S184	Tumor	GSM3326896	SRR7667070	B3	depleted_yes	PT081	Tumor	Passed	P5	H04
PT081_P5_H05_S185	Tumor	GSM3326897	SRR7667071	B3	depleted_yes	PT081	Tumor	Passed	P5	H05
PT081_P5_H06_S186	Tumor	GSM3326898	SRR7667072	B3	depleted_yes	PT081	Tumor	Passed	P5	H06
PT081_P5_H07_S187	Tumor	GSM3326899	SRR7667073	B3	depleted_yes	PT081	Tumor	Passed	P5	H07
PT081_P5_H08_S188	Tumor	GSM3326900	SRR7667074	B3	depleted_yes	PT081	Tumor	Passed	P5	H08
PT081_P5_H09_S189	Tumor	GSM3326901	SRR7667075	B3	depleted_yes	PT081	Tumor	Passed	P5	H09
PT081_P5_H11_S191	Tumor	GSM3326902	SRR7667076	B3	depleted_yes	PT081	Tumor	Passed	P5	H11
PT084_P11_A05_S293	Tumor	GSM3326904	SRR7667078	B6	depleted_no	PT084	Tumor	Passed	P11	A05
PT084_P11_A06_S294	Tumor	GSM3326905	SRR7667079	B6	depleted_no	PT084	Tumor	Passed	P11	A06
PT084_P11_A07_S295	Tumor	GSM3326906	SRR7667080	B6	depleted_no	PT084	Tumor	Passed	P11	A07
PT084_P11_A09_S297	Tumor	GSM3326907	SRR7667081	B6	depleted_no	PT084	Tumor	Passed	P11	A09
PT084_P11_A11_S299	Bcell	GSM3326908	SRR7667082	B6	depleted_no	PT084	nonTumor	Passed	P11	A11
PT084_P11_A12_S300	Tcell	GSM3326909	SRR7667083	B6	depleted_no	PT084	nonTumor	Passed	P11	A12
PT084_P11_B02_S302	Tumor	GSM3326911	SRR7667085	B6	depleted_no	PT084	Tumor	Passed	P11	B02
PT084_P11_B03_S303	Tcell	GSM3326912	SRR7667086	B6	depleted_no	PT084	nonTumor	Passed	P11	B03
PT084_P11_B07_S307	Bcell	GSM3326916	SRR7667090	B6	depleted_no	PT084	nonTumor	Passed	P11	B07
PT084_P11_B08_S308	Tcell	GSM3326917	SRR7667091	B6	depleted_no	PT084	nonTumor	Passed	P11	B08
PT084_P11_B09_S309	Tcell	GSM3326918	SRR7667092	B6	depleted_no	PT084	nonTumor	Passed	P11	B09
PT084_P11_B11_S311	Bcell	GSM3326920	SRR7667094	B6	depleted_no	PT084	nonTumor	Passed	P11	B11
PT084_P11_B12_S312	Bcell	GSM3326921	SRR7667095	B6	depleted_no	PT084	nonTumor	Passed	P11	B12
PT084_P11_C01_S313	Bcell	GSM3326922	SRR7667096	B6	depleted_no	PT084	nonTumor	Passed	P11	C01
PT084_P11_C02_S314	Macrophage	GSM3326923	SRR7667097	B6	depleted_no	PT084	nonTumor	Passed	P11	C02
PT084_P11_C03_S315	Tumor	GSM3326924	SRR7667098	B6	depleted_no	PT084	Tumor	Passed	P11	C03
PT084_P11_C04_S316	Macrophage	GSM3326925	SRR7667099	B6	depleted_no	PT084	nonTumor	Passed	P11	C04
PT084_P11_C05_S317	Tcell	GSM3326926	SRR7667100	B6	depleted_no	PT084	nonTumor	Passed	P11	C05
PT084_P11_C06_S318	Tcell	GSM3326927	SRR7667101	B6	depleted_no	PT084	nonTumor	Passed	P11	C06
PT084_P11_C07_S319	Tcell	GSM3326928	SRR7667102	B6	depleted_no	PT084	nonTumor	Passed	P11	C07
PT084_P11_C08_S320	Macrophage	GSM3326929	SRR7667103	B6	depleted_no	PT084	nonTumor	Passed	P11	C08
PT084_P11_C09_S321	Tcell	GSM3326930	SRR7667104	B6	depleted_no	PT084	nonTumor	Passed	P11	C09
PT084_P11_C10_S322	Tcell	GSM3326931	SRR7667105	B6	depleted_no	PT084	nonTumor	Passed	P11	C10
PT084_P11_C11_S323	Tcell	GSM3326932	SRR7667106	B6	depleted_no	PT084	nonTumor	Passed	P11	C11
PT084_P11_D03_S327	Tcell	GSM3326935	SRR7667109	B6	depleted_no	PT084	nonTumor	Passed	P11	D03
PT084_P11_D05_S329	Tcell	GSM3326937	SRR7667111	B6	depleted_no	PT084	nonTumor	Passed	P11	D05
PT084_P11_D06_S330	Bcell	GSM3326938	SRR7667112	B6	depleted_no	PT084	nonTumor	Passed	P11	D06
PT084_P11_D07_S331	Tcell	GSM3326939	SRR7667113	B6	depleted_no	PT084	nonTumor	Passed	P11	D07
PT084_P11_D08_S332	Tcell	GSM3326940	SRR7667114	B6	depleted_no	PT084	nonTumor	Passed	P11	D08
PT084_P11_D09_S333	Macrophage	GSM3326941	SRR7667115	B6	depleted_no	PT084	nonTumor	Passed	P11	D09
PT084_P11_D11_S335	Tcell	GSM3326943	SRR7667117	B6	depleted_no	PT084	nonTumor	Passed	P11	D11
PT084_P11_D12_S336	Tcell	GSM3326944	SRR7667118	B6	depleted_no	PT084	nonTumor	Passed	P11	D12
PT084_P11_E01_S337	Tcell	GSM3326945	SRR7667119	B6	depleted_no	PT084	nonTumor	Passed	P11	E01
PT084_P11_E03_S339	Tumor	GSM3326947	SRR7667121	B6	depleted_no	PT084	Tumor	Passed	P11	E03
PT084_P11_E04_S340	Tcell	GSM3326948	SRR7667122	B6	depleted_no	PT084	nonTumor	Passed	P11	E04
PT084_P11_E05_S341	Bcell	GSM3326949	SRR7667123	B6	depleted_no	PT084	nonTumor	Passed	P11	E05
PT084_P11_E06_S342	Tcell	GSM3326950	SRR7667124	B6	depleted_no	PT084	nonTumor	Passed	P11	E06
PT084_P11_E07_S343	Tcell	GSM3326951	SRR7667125	B6	depleted_no	PT084	nonTumor	Passed	P11	E07
PT084_P11_E08_S344	Tcell	GSM3326952	SRR7667126	B6	depleted_no	PT084	nonTumor	Passed	P11	E08
PT084_P11_E09_S345	Tcell	GSM3326953	SRR7667127	B6	depleted_no	PT084	nonTumor	Passed	P11	E09
PT084_P11_E10_S346	Macrophage	GSM3326954	SRR7667128	B6	depleted_no	PT084	nonTumor	Passed	P11	E10
PT084_P11_E11_S347	Macrophage	GSM3326955	SRR7667129	B6	depleted_no	PT084	nonTumor	Passed	P11	E11
PT084_P11_E12_S348	Tcell	GSM3326956	SRR7667130	B6	depleted_no	PT084	nonTumor	Passed	P11	E12
PT084_P11_F01_S349	Tcell	GSM3326957	SRR7667131	B6	depleted_no	PT084	nonTumor	Passed	P11	F01
PT084_P11_F02_S350	Bcell	GSM3326958	SRR7667132	B6	depleted_no	PT084	nonTumor	Passed	P11	F02
PT084_P11_F03_S351	Tcell	GSM3326959	SRR7667133	B6	depleted_no	PT084	nonTumor	Passed	P11	F03
PT084_P11_F05_S353	Tumor	GSM3326961	SRR7667135	B6	depleted_no	PT084	Tumor	Passed	P11	F05
PT084_P11_F08_S356	Tcell	GSM3326964	SRR7667138	B6	depleted_no	PT084	nonTumor	Passed	P11	F08
PT084_P11_F11_S359	Tcell	GSM3326967	SRR7667141	B6	depleted_no	PT084	nonTumor	Passed	P11	F11
PT084_P11_F12_S360	Macrophage	GSM3326968	SRR7667142	B6	depleted_no	PT084	nonTumor	Passed	P11	F12
PT084_P11_G01_S361	Tcell	GSM3326969	SRR7667143	B6	depleted_no	PT084	nonTumor	Passed	P11	G01
PT084_P11_G03_S363	Bcell	GSM3326971	SRR7667145	B6	depleted_no	PT084	nonTumor	Passed	P11	G03
PT084_P11_G04_S364	Tumor	GSM3326972	SRR7667146	B6	depleted_no	PT084	Tumor	Passed	P11	G04
PT084_P11_G05_S365	Macrophage	GSM3326973	SRR7667147	B6	depleted_no	PT084	nonTumor	Passed	P11	G05
PT084_P11_G07_S367	Tcell	GSM3326975	SRR7667149	B6	depleted_no	PT084	nonTumor	Passed	P11	G07
PT084_P11_G11_S371	Tumor	GSM3326979	SRR7667153	B6	depleted_no	PT084	Tumor	Passed	P11	G11
PT084_P11_H01_S373	Bcell	GSM3326981	SRR7667155	B6	depleted_no	PT084	nonTumor	Passed	P11	H01
PT084_P11_H02_S374	Bcell	GSM3326982	SRR7667156	B6	depleted_no	PT084	nonTumor	Passed	P11	H02
PT084_P11_H03_S375	Macrophage	GSM3326983	SRR7667157	B6	depleted_no	PT084	nonTumor	Passed	P11	H03
PT084_P11_H06_S378	Tcell	GSM3326986	SRR7667160	B6	depleted_no	PT084	nonTumor	Passed	P11	H06
PT084_P11_H07_S379	Macrophage	GSM3326987	SRR7667161	B6	depleted_no	PT084	nonTumor	Passed	P11	H07
PT084_P11_H08_S380	Tcell	GSM3326988	SRR7667162	B6	depleted_no	PT084	nonTumor	Passed	P11	H08
PT084_P11_H09_S381	Tcell	GSM3326989	SRR7667163	B6	depleted_no	PT084	nonTumor	Passed	P11	H09
PT084_P11_H10_S382	Tcell	GSM3326990	SRR7667164	B6	depleted_no	PT084	nonTumor	Passed	P11	H10
PT084_P11_H11_S383	Tcell	GSM3326991	SRR7667165	B6	depleted_no	PT084	nonTumor	Passed	P11	H11
PT084_P1_D11	Tumor	GSM3326994	SRR7667168	B5	depleted_no	PT084	Tumor	Passed	P1	D11
PT084_P1_D12	Tumor	GSM3326995	SRR7667169	B5	depleted_no	PT084	Tumor	Passed	P1	D12
PT084_P1_E01	Tumor	GSM3326996	SRR7667170	B5	depleted_no	PT084	Tumor	Passed	P1	E01
PT084_P1_E02	Tumor	GSM3326997	SRR7667171	B5	depleted_no	PT084	Tumor	Passed	P1	E02
PT084_P1_E03	Stroma	GSM3326998	SRR7667172	B5	depleted_no	PT084	nonTumor	Passed	P1	E03
PT084_P1_E04	Tumor	GSM3326999	SRR7667173	B5	depleted_no	PT084	Tumor	Passed	P1	E04
PT084_P1_E05	Stroma	GSM3327000	SRR7667174	B5	depleted_no	PT084	nonTumor	Passed	P1	E05
PT084_P8_A02_S194	Tumor	GSM3327002	SRR7667176	B6	depleted_no	PT084	Tumor	Passed	P8	A02
PT084_P8_A05_S197	Tumor	GSM3327004	SRR7667178	B6	depleted_no	PT084	Tumor	Passed	P8	A05
PT084_P8_A06_S198	Tumor	GSM3327005	SRR7667179	B6	depleted_no	PT084	Tumor	Passed	P8	A06
PT084_P8_A07_S199	Tumor	GSM3327006	SRR7667180	B6	depleted_no	PT084	Tumor	Passed	P8	A07
PT084_P8_A08_S200	Stroma	GSM3327007	SRR7667181	B6	depleted_no	PT084	nonTumor	Passed	P8	A08
PT084_P8_A10_S202	Tumor	GSM3327008	SRR7667182	B6	depleted_no	PT084	Tumor	Passed	P8	A10
PT084_P8_A11_S203	Tumor	GSM3327009	SRR7667183	B6	depleted_no	PT084	Tumor	Passed	P8	A11
PT084_P8_A12_S204	Tumor	GSM3327010	SRR7667184	B6	depleted_no	PT084	Tumor	Passed	P8	A12
PT084_P8_B01_S205	Stroma	GSM3327011	SRR7667185	B6	depleted_no	PT084	nonTumor	Passed	P8	B01
PT084_P8_B02_S206	Tumor	GSM3327012	SRR7667186	B6	depleted_no	PT084	Tumor	Passed	P8	B02
PT084_P8_B03_S207	Stroma	GSM3327013	SRR7667187	B6	depleted_no	PT084	nonTumor	Passed	P8	B03
PT084_P8_B04_S208	Tumor	GSM3327014	SRR7667188	B6	depleted_no	PT084	Tumor	Passed	P8	B04
PT084_P8_B05_S209	Tumor	GSM3327015	SRR7667189	B6	depleted_no	PT084	Tumor	Passed	P8	B05
PT084_P8_B06_S210	Tumor	GSM3327016	SRR7667190	B6	depleted_no	PT084	Tumor	Passed	P8	B06
PT084_P8_B07_S211	Tumor	GSM3327017	SRR7667191	B6	depleted_no	PT084	Tumor	Passed	P8	B07
PT084_P8_B08_S212	Endothelial	GSM3327018	SRR7667192	B6	depleted_no	PT084	nonTumor	Passed	P8	B08
PT084_P8_B10_S214	Tumor	GSM3327019	SRR7667193	B6	depleted_no	PT084	Tumor	Passed	P8	B10
PT084_P8_B11_S215	Tumor	GSM3327020	SRR7667194	B6	depleted_no	PT084	Tumor	Passed	P8	B11
PT084_P8_B12_S216	Endothelial	GSM3327021	SRR7667195	B6	depleted_no	PT084	nonTumor	Passed	P8	B12
PT084_P8_C01_S217	Stroma	GSM3327022	SRR7667196	B6	depleted_no	PT084	nonTumor	Passed	P8	C01
PT084_P8_C02_S218	Tumor	GSM3327023	SRR7667197	B6	depleted_no	PT084	Tumor	Passed	P8	C02
PT084_P8_C03_S219	Tumor	GSM3327024	SRR7667198	B6	depleted_no	PT084	Tumor	Passed	P8	C03
PT084_P8_C04_S220	Tumor	GSM3327025	SRR7667199	B6	depleted_no	PT084	Tumor	Passed	P8	C04
PT084_P8_C05_S221	Tumor	GSM3327026	SRR7667200	B6	depleted_no	PT084	Tumor	Passed	P8	C05
PT084_P8_C06_S222	Tumor	GSM3327027	SRR7667201	B6	depleted_no	PT084	Tumor	Passed	P8	C06
PT084_P8_C07_S223	Stroma	GSM3327028	SRR7667202	B6	depleted_no	PT084	nonTumor	Passed	P8	C07
PT084_P8_C08_S224	Tumor	GSM3327029	SRR7667203	B6	depleted_no	PT084	Tumor	Passed	P8	C08
PT084_P8_C09_S225	Tumor	GSM3327030	SRR7667204	B6	depleted_no	PT084	Tumor	Passed	P8	C09
PT084_P8_C10_S226	Tumor	GSM3327031	SRR7667205	B6	depleted_no	PT084	Tumor	Passed	P8	C10
PT084_P8_C11_S227	Tumor	GSM3327032	SRR7667206	B6	depleted_no	PT084	Tumor	Passed	P8	C11
PT084_P8_C12_S228	Tumor	GSM3327033	SRR7667207	B6	depleted_no	PT084	Tumor	Passed	P8	C12
PT084_P8_D01_S229	Tumor	GSM3327034	SRR7667208	B6	depleted_no	PT084	Tumor	Passed	P8	D01
PT084_P8_D02_S230	Stroma	GSM3327035	SRR7667209	B6	depleted_no	PT084	nonTumor	Passed	P8	D02
PT084_P8_D03_S231	Tumor	GSM3327036	SRR7667210	B6	depleted_no	PT084	Tumor	Passed	P8	D03
PT084_P8_D05_S233	Tumor	GSM3327038	SRR7667212	B6	depleted_no	PT084	Tumor	Passed	P8	D05
PT084_P8_D06_S234	Tumor	GSM3327039	SRR7667213	B6	depleted_no	PT084	Tumor	Passed	P8	D06
PT084_P8_D07_S235	Tumor	GSM3327040	SRR7667214	B6	depleted_no	PT084	Tumor	Passed	P8	D07
PT084_P8_D08_S236	Tumor	GSM3327041	SRR7667215	B6	depleted_no	PT084	Tumor	Passed	P8	D08
PT084_P8_D10_S238	Endothelial	GSM3327042	SRR7667216	B6	depleted_no	PT084	nonTumor	Passed	P8	D10
PT084_P8_D11_S239	Stroma	GSM3327043	SRR7667217	B6	depleted_no	PT084	nonTumor	Passed	P8	D11
PT084_P8_D12_S240	Tumor	GSM3327044	SRR7667218	B6	depleted_no	PT084	Tumor	Passed	P8	D12
PT084_P8_E01_S241	Endothelial	GSM3327045	SRR7667219	B6	depleted_no	PT084	nonTumor	Passed	P8	E01
PT084_P8_E02_S242	Tumor	GSM3327046	SRR7667220	B6	depleted_no	PT084	Tumor	Passed	P8	E02
PT084_P8_E03_S243	Tumor	GSM3327047	SRR7667221	B6	depleted_no	PT084	Tumor	Passed	P8	E03
PT084_P8_E04_S244	Tumor	GSM3327048	SRR7667222	B6	depleted_no	PT084	Tumor	Passed	P8	E04
PT084_P8_E05_S245	Tumor	GSM3327049	SRR7667223	B6	depleted_no	PT084	Tumor	Passed	P8	E05
PT084_P8_E06_S246	Stroma	GSM3327050	SRR7667224	B6	depleted_no	PT084	nonTumor	Passed	P8	E06
PT084_P8_E07_S247	Endothelial	GSM3327051	SRR7667225	B6	depleted_no	PT084	nonTumor	Passed	P8	E07
PT084_P8_E08_S248	Tumor	GSM3327052	SRR7667226	B6	depleted_no	PT084	Tumor	Passed	P8	E08
PT084_P8_E09_S249	Tumor	GSM3327053	SRR7667227	B6	depleted_no	PT084	Tumor	Passed	P8	E09
PT084_P8_E10_S250	Tumor	GSM3327054	SRR7667228	B6	depleted_no	PT084	Tumor	Passed	P8	E10
PT084_P8_E11_S251	Tumor	GSM3327055	SRR7667229	B6	depleted_no	PT084	Tumor	Passed	P8	E11
PT084_P8_E12_S252	Tumor	GSM3327056	SRR7667230	B6	depleted_no	PT084	Tumor	Passed	P8	E12
PT084_P8_F01_S253	Tumor	GSM3327057	SRR7667231	B6	depleted_no	PT084	Tumor	Passed	P8	F01
PT084_P8_F02_S254	Tumor	GSM3327058	SRR7667232	B6	depleted_no	PT084	Tumor	Passed	P8	F02
PT084_P8_F05_S257	Stroma	GSM3327061	SRR7667235	B6	depleted_no	PT084	nonTumor	Passed	P8	F05
PT084_P8_F06_S258	Stroma	GSM3327062	SRR7667236	B6	depleted_no	PT084	nonTumor	Passed	P8	F06
PT084_P8_F07_S259	Tumor	GSM3327063	SRR7667237	B6	depleted_no	PT084	Tumor	Passed	P8	F07
PT084_P8_F08_S260	Tumor	GSM3327064	SRR7667238	B6	depleted_no	PT084	Tumor	Passed	P8	F08
PT084_P8_F09_S261	Endothelial	GSM3327065	SRR7667239	B6	depleted_no	PT084	nonTumor	Passed	P8	F09
PT084_P8_F10_S262	Tumor	GSM3327066	SRR7667240	B6	depleted_no	PT084	Tumor	Passed	P8	F10
PT084_P8_F11_S263	Stroma	GSM3327067	SRR7667241	B6	depleted_no	PT084	nonTumor	Passed	P8	F11
PT084_P8_G01_S265	Stroma	GSM3327069	SRR7667243	B6	depleted_no	PT084	nonTumor	Passed	P8	G01
PT084_P8_G02_S266	Tumor	GSM3327070	SRR7667244	B6	depleted_no	PT084	Tumor	Passed	P8	G02
PT084_P8_G03_S267	Tumor	GSM3327071	SRR7667245	B6	depleted_no	PT084	Tumor	Passed	P8	G03
PT084_P8_G05_S269	Tumor	GSM3327072	SRR7667246	B6	depleted_no	PT084	Tumor	Passed	P8	G05
PT084_P8_G06_S270	Tumor	GSM3327073	SRR7667247	B6	depleted_no	PT084	Tumor	Passed	P8	G06
PT084_P8_G07_S271	Stroma	GSM3327074	SRR7667248	B6	depleted_no	PT084	nonTumor	Passed	P8	G07
PT084_P8_G09_S273	Tumor	GSM3327075	SRR7667249	B6	depleted_no	PT084	Tumor	Passed	P8	G09
PT084_P8_G10_S274	Endothelial	GSM3327076	SRR7667250	B6	depleted_no	PT084	nonTumor	Passed	P8	G10
PT084_P8_G11_S275	Tumor	GSM3327077	SRR7667251	B6	depleted_no	PT084	Tumor	Passed	P8	G11
PT084_P8_G12_S276	Tumor	GSM3327078	SRR7667252	B6	depleted_no	PT084	Tumor	Passed	P8	G12
PT084_P8_H01_S277	Tumor	GSM3327079	SRR7667253	B6	depleted_no	PT084	Tumor	Passed	P8	H01
PT084_P8_H02_S278	Tumor	GSM3327080	SRR7667254	B6	depleted_no	PT084	Tumor	Passed	P8	H02
PT084_P8_H03_S279	Stroma	GSM3327081	SRR7667255	B6	depleted_no	PT084	nonTumor	Passed	P8	H03
PT084_P8_H04_S280	Stroma	GSM3327082	SRR7667256	B6	depleted_no	PT084	nonTumor	Passed	P8	H04
PT084_P8_H05_S281	Tumor	GSM3327083	SRR7667257	B6	depleted_no	PT084	Tumor	Passed	P8	H05
PT084_P8_H06_S282	Tumor	GSM3327084	SRR7667258	B6	depleted_no	PT084	Tumor	Passed	P8	H06
PT084_P8_H07_S283	Endothelial	GSM3327085	SRR7667259	B6	depleted_no	PT084	nonTumor	Passed	P8	H07
PT084_P8_H08_S284	Stroma	GSM3327086	SRR7667260	B6	depleted_no	PT084	nonTumor	Passed	P8	H08
PT084_P8_H11_S287	Tumor	GSM3327089	SRR7667263	B6	depleted_no	PT084	Tumor	Passed	P8	H11
PT126_P3_A01_S1	Tumor	GSM3327091	SRR7667265	B7	depleted_yes	PT126	Tumor	Passed	P3	A01
PT126_P3_A02_S2	Tumor	GSM3327092	SRR7667266	B7	depleted_yes	PT126	Tumor	Passed	P3	A02
PT126_P3_A03_S3	Stroma	GSM3327093	SRR7667267	B7	depleted_yes	PT126	nonTumor	Passed	P3	A03
PT126_P3_A04_S4	Tumor	GSM3327094	SRR7667268	B7	depleted_yes	PT126	Tumor	Passed	P3	A04
PT126_P3_A05_S5	Tumor	GSM3327095	SRR7667269	B7	depleted_yes	PT126	Tumor	Passed	P3	A05
PT126_P3_A06_S6	Endothelial	GSM3327096	SRR7667270	B7	depleted_yes	PT126	nonTumor	Passed	P3	A06
PT126_P3_A07_S7	Tumor	GSM3327097	SRR7667271	B7	depleted_yes	PT126	Tumor	Passed	P3	A07
PT126_P3_A08_S8	Tumor	GSM3327098	SRR7667272	B7	depleted_yes	PT126	Tumor	Passed	P3	A08
PT126_P3_A09_S9	Tumor	GSM3327099	SRR7667273	B7	depleted_yes	PT126	Tumor	Passed	P3	A09
PT126_P3_A10_S10	Tumor	GSM3327100	SRR7667274	B7	depleted_yes	PT126	Tumor	Passed	P3	A10
PT126_P3_A11_S11	Tumor	GSM3327101	SRR7667275	B7	depleted_yes	PT126	Tumor	Passed	P3	A11
PT126_P3_A12_S12	Tumor	GSM3327102	SRR7667276	B7	depleted_yes	PT126	Tumor	Passed	P3	A12
PT126_P3_B01_S13	Tumor	GSM3327103	SRR7667277	B7	depleted_yes	PT126	Tumor	Passed	P3	B01
PT126_P3_B02_S14	Tumor	GSM3327104	SRR7667278	B7	depleted_yes	PT126	Tumor	Passed	P3	B02
PT126_P3_B04_S16	Tumor	GSM3327105	SRR7667279	B7	depleted_yes	PT126	Tumor	Passed	P3	B04
PT126_P3_B05_S17	Tumor	GSM3327106	SRR7667280	B7	depleted_yes	PT126	Tumor	Passed	P3	B05
PT126_P3_B06_S18	Tumor	GSM3327107	SRR7667281	B7	depleted_yes	PT126	Tumor	Passed	P3	B06
PT126_P3_B07_S19	Tumor	GSM3327108	SRR7667282	B7	depleted_yes	PT126	Tumor	Passed	P3	B07
PT126_P3_B09_S21	Tumor	GSM3327109	SRR7667283	B7	depleted_yes	PT126	Tumor	Passed	P3	B09
PT126_P3_B10_S22	Tumor	GSM3327110	SRR7667284	B7	depleted_yes	PT126	Tumor	Passed	P3	B10
PT126_P3_B11_S23	Tumor	GSM3327111	SRR7667285	B7	depleted_yes	PT126	Tumor	Passed	P3	B11
PT126_P3_B12_S24	Tumor	GSM3327112	SRR7667286	B7	depleted_yes	PT126	Tumor	Passed	P3	B12
PT126_P3_C01_S25	Tumor	GSM3327113	SRR7667287	B7	depleted_yes	PT126	Tumor	Passed	P3	C01
PT126_P3_C02_S26	Tumor	GSM3327114	SRR7667288	B7	depleted_yes	PT126	Tumor	Passed	P3	C02
PT126_P3_C03_S27	Tumor	GSM3327115	SRR7667289	B7	depleted_yes	PT126	Tumor	Passed	P3	C03
PT126_P3_C04_S28	Tumor	GSM3327116	SRR7667290	B7	depleted_yes	PT126	Tumor	Passed	P3	C04
PT126_P3_C05_S29	Tumor	GSM3327117	SRR7667291	B7	depleted_yes	PT126	Tumor	Passed	P3	C05
PT126_P3_C06_S30	Endothelial	GSM3327118	SRR7667292	B7	depleted_yes	PT126	nonTumor	Passed	P3	C06
PT126_P3_C07_S31	Tumor	GSM3327119	SRR7667293	B7	depleted_yes	PT126	Tumor	Passed	P3	C07
PT126_P3_C08_S32	Tumor	GSM3327120	SRR7667294	B7	depleted_yes	PT126	Tumor	Passed	P3	C08
PT126_P3_C09_S33	Tumor	GSM3327121	SRR7667295	B7	depleted_yes	PT126	Tumor	Passed	P3	C09
PT126_P3_C10_S34	Tumor	GSM3327122	SRR7667296	B7	depleted_yes	PT126	Tumor	Passed	P3	C10
PT126_P3_C11_S35	Tumor	GSM3327123	SRR7667297	B7	depleted_yes	PT126	Tumor	Passed	P3	C11
PT126_P3_C12_S36	Tumor	GSM3327124	SRR7667298	B7	depleted_yes	PT126	Tumor	Passed	P3	C12
PT126_P3_D01_S37	Tumor	GSM3327125	SRR7667299	B7	depleted_yes	PT126	Tumor	Passed	P3	D01
PT126_P3_D02_S38	Stroma	GSM3327126	SRR7667300	B7	depleted_yes	PT126	nonTumor	Passed	P3	D02
PT126_P3_D04_S40	Tumor	GSM3327127	SRR7667301	B7	depleted_yes	PT126	Tumor	Passed	P3	D04
PT126_P3_D05_S41	Tumor	GSM3327128	SRR7667302	B7	depleted_yes	PT126	Tumor	Passed	P3	D05
PT126_P3_D06_S42	Tumor	GSM3327129	SRR7667303	B7	depleted_yes	PT126	Tumor	Passed	P3	D06
PT126_P3_D08_S44	Tumor	GSM3327130	SRR7667304	B7	depleted_yes	PT126	Tumor	Passed	P3	D08
PT126_P3_D09_S45	Tumor	GSM3327131	SRR7667305	B7	depleted_yes	PT126	Tumor	Passed	P3	D09
PT126_P3_D10_S46	Tumor	GSM3327132	SRR7667306	B7	depleted_yes	PT126	Tumor	Passed	P3	D10
PT126_P3_D11_S47	Tumor	GSM3327133	SRR7667307	B7	depleted_yes	PT126	Tumor	Passed	P3	D11
PT126_P3_D12_S48	Tumor	GSM3327134	SRR7667308	B7	depleted_yes	PT126	Tumor	Passed	P3	D12
PT126_P3_E01_S49	Tumor	GSM3327135	SRR7667309	B7	depleted_yes	PT126	Tumor	Passed	P3	E01
PT126_P3_E02_S50	Tumor	GSM3327136	SRR7667310	B7	depleted_yes	PT126	Tumor	Passed	P3	E02
PT126_P3_E03_S51	Tumor	GSM3327137	SRR7667311	B7	depleted_yes	PT126	Tumor	Passed	P3	E03
PT126_P3_E04_S52	Tumor	GSM3327138	SRR7667312	B7	depleted_yes	PT126	Tumor	Passed	P3	E04
PT126_P3_E05_S53	Stroma	GSM3327139	SRR7667313	B7	depleted_yes	PT126	nonTumor	Passed	P3	E05
PT126_P3_E06_S54	Tumor	GSM3327140	SRR7667314	B7	depleted_yes	PT126	Tumor	Passed	P3	E06
PT126_P3_E08_S56	Tumor	GSM3327141	SRR7667315	B7	depleted_yes	PT126	Tumor	Passed	P3	E08
PT126_P3_E09_S57	Tumor	GSM3327142	SRR7667316	B7	depleted_yes	PT126	Tumor	Passed	P3	E09
PT126_P3_E12_S60	Tumor	GSM3327143	SRR7667317	B7	depleted_yes	PT126	Tumor	Passed	P3	E12
PT126_P3_F01_S61	Tumor	GSM3327144	SRR7667318	B7	depleted_yes	PT126	Tumor	Passed	P3	F01
PT126_P3_F02_S62	Tumor	GSM3327145	SRR7667319	B7	depleted_yes	PT126	Tumor	Passed	P3	F02
PT126_P3_F03_S63	Tumor	GSM3327146	SRR7667320	B7	depleted_yes	PT126	Tumor	Passed	P3	F03
PT126_P3_F04_S64	Tumor	GSM3327147	SRR7667321	B7	depleted_yes	PT126	Tumor	Passed	P3	F04
PT126_P3_F05_S65	Tumor	GSM3327148	SRR7667322	B7	depleted_yes	PT126	Tumor	Passed	P3	F05
PT126_P3_F06_S66	Tumor	GSM3327149	SRR7667323	B7	depleted_yes	PT126	Tumor	Passed	P3	F06
PT126_P3_F07_S67	Tumor	GSM3327150	SRR7667324	B7	depleted_yes	PT126	Tumor	Passed	P3	F07
PT126_P3_F08_S68	Tumor	GSM3327151	SRR7667325	B7	depleted_yes	PT126	Tumor	Passed	P3	F08
PT126_P3_F09_S69	Tumor	GSM3327152	SRR7667326	B7	depleted_yes	PT126	Tumor	Passed	P3	F09
PT126_P3_F10_S70	Tumor	GSM3327153	SRR7667327	B7	depleted_yes	PT126	Tumor	Passed	P3	F10
PT126_P3_F11_S71	Stroma	GSM3327154	SRR7667328	B7	depleted_yes	PT126	nonTumor	Passed	P3	F11
PT126_P3_F12_S72	Tumor	GSM3327155	SRR7667329	B7	depleted_yes	PT126	Tumor	Passed	P3	F12
PT126_P3_G01_S73	Tumor	GSM3327156	SRR7667330	B7	depleted_yes	PT126	Tumor	Passed	P3	G01
PT126_P3_G02_S74	Tumor	GSM3327157	SRR7667331	B7	depleted_yes	PT126	Tumor	Passed	P3	G02
PT126_P3_G03_S75	Tumor	GSM3327158	SRR7667332	B7	depleted_yes	PT126	Tumor	Passed	P3	G03
